Age (Years),Reported Height (cm),Reported Weight (kg),Shoe Size NL,shape,Inverted Triangle,Rectangle,Triangle
21.0,170.0,56.0,39.0,Triangle,0.0,0.0,1.0
44.0,176.0,72.0,38.0,Triangle,0.0,0.0,1.0
54.0,170.0,56.0,38.0,Triangle,0.0,0.0,1.0
24.4,171.0,56.0,39.0,Triangle,0.0,0.0,1.0
29.2,152.0,39.0,36.0,Triangle,0.0,0.0,1.0
20.5,160.0,52.0,39.0,Triangle,0.0,0.0,1.0
45.0,162.0,69.0,41.0,Rectangle,0.0,1.0,0.0
38.9,155.0,57.0,36.0,Triangle,0.0,0.0,1.0
27.8,180.0,64.0,41.0,Triangle,0.0,0.0,1.0
49.0,157.0,63.0,37.0,Inverted Triangle,1.0,0.0,0.0
24.0,172.0,62.0,39.0,Triangle,0.0,0.0,1.0
57.7,165.0,70.0,36.5,Triangle,0.0,0.0,1.0
33.0,162.0,58.0,37.0,Triangle,0.0,0.0,1.0
49.0,152.0,56.0,35.5,Rectangle,0.0,1.0,0.0
27.0,176.0,67.0,39.0,Triangle,0.0,0.0,1.0
54.0,165.0,78.0,39.0,Rectangle,0.0,1.0,0.0
23.0,175.0,69.0,42.0,Triangle,0.0,0.0,1.0
38.0,169.0,57.0,38.0,Triangle,0.0,0.0,1.0
35.0,170.0,71.0,38.0,Triangle,0.0,0.0,1.0
28.0,174.0,89.0,37.0,Rectangle,0.0,1.0,0.0
26.0,169.0,65.0,38.0,Triangle,0.0,0.0,1.0
26.0,183.0,82.0,41.0,Triangle,0.0,0.0,1.0
37.0,185.0,105.0,42.0,Inverted Triangle,1.0,0.0,0.0
38.0,171.0,65.0,39.0,Inverted Triangle,1.0,0.0,0.0
19.8,167.0,50.0,39.0,Triangle,0.0,0.0,1.0
34.8,156.0,50.0,37.0,Triangle,0.0,0.0,1.0
32.0,170.0,65.0,39.0,Triangle,0.0,0.0,1.0
41.0,169.0,95.0,39.0,Inverted Triangle,1.0,0.0,0.0
32.0,168.0,47.0,37.0,Triangle,0.0,0.0,1.0
19.8,165.0,60.0,40.0,Triangle,0.0,0.0,1.0
27.8,170.0,65.0,38.0,Triangle,0.0,0.0,1.0
54.0,172.0,103.0,39.0,Rectangle,0.0,1.0,0.0
41.0,171.0,64.0,39.0,Triangle,0.0,0.0,1.0
22.0,157.0,51.0,36.0,Rectangle,0.0,1.0,0.0
20.6,170.0,54.0,39.0,Triangle,0.0,0.0,1.0
19.8,172.0,75.0,39.0,Triangle,0.0,0.0,1.0
40.0,173.0,94.0,40.0,Triangle,0.0,0.0,1.0
44.4,162.0,53.0,37.5,Rectangle,0.0,1.0,0.0
25.3,163.0,59.0,38.0,Triangle,0.0,0.0,1.0
63.0,178.0,100.0,41.0,Rectangle,0.0,1.0,0.0
58.3,160.0,58.0,37.5,Rectangle,0.0,1.0,0.0
20.4,165.0,50.0,37.5,Triangle,0.0,0.0,1.0
50.0,173.0,63.0,40.0,Triangle,0.0,0.0,1.0
22.0,182.0,69.0,40.0,Triangle,0.0,0.0,1.0
20.6,163.0,49.0,37.5,Triangle,0.0,0.0,1.0
29.8,164.0,58.0,38.0,Triangle,0.0,0.0,1.0
25.9,165.0,53.0,37.0,Triangle,0.0,0.0,1.0
29.0,173.0,63.0,41.0,Triangle,0.0,0.0,1.0
23.7,170.0,57.0,38.5,Triangle,0.0,0.0,1.0
56.0,165.0,69.0,38.0,Triangle,0.0,0.0,1.0
39.7,165.0,68.0,38.0,Triangle,0.0,0.0,1.0
35.1,163.0,43.0,37.0,Triangle,0.0,0.0,1.0
44.0,175.0,126.0,40.0,Triangle,0.0,0.0,1.0
59.8,175.0,68.0,39.0,Triangle,0.0,0.0,1.0
28.0,160.0,50.0,37.0,Triangle,0.0,0.0,1.0
25.7,173.0,67.0,40.0,Triangle,0.0,0.0,1.0
19.0,169.0,50.0,40.0,Triangle,0.0,0.0,1.0
44.0,167.0,77.0,37.0,Rectangle,0.0,1.0,0.0
44.0,176.0,87.0,41.0,Rectangle,0.0,1.0,0.0
19.1,150.0,50.0,38.0,Rectangle,0.0,1.0,0.0
47.0,162.0,70.0,38.0,Triangle,0.0,0.0,1.0
46.9,160.0,70.0,39.0,Triangle,0.0,0.0,1.0
21.0,158.0,47.0,38.5,Rectangle,0.0,1.0,0.0
28.7,167.0,48.0,36.5,Rectangle,0.0,1.0,0.0
23.0,160.0,55.0,38.0,Rectangle,0.0,1.0,0.0
29.5,158.0,50.0,37.0,Triangle,0.0,0.0,1.0
50.6,173.0,73.0,39.0,Triangle,0.0,0.0,1.0
56.5,175.0,101.0,40.0,Rectangle,0.0,1.0,0.0
57.0,174.0,80.0,40.0,Rectangle,0.0,1.0,0.0
21.3,183.0,60.0,41.0,Triangle,0.0,0.0,1.0
34.0,173.0,63.0,40.0,Triangle,0.0,0.0,1.0
23.9,162.0,47.0,37.0,Triangle,0.0,0.0,1.0
47.0,161.0,58.0,41.0,Triangle,0.0,0.0,1.0
25.0,170.0,55.0,38.0,Triangle,0.0,0.0,1.0
28.0,154.0,52.0,34.0,Inverted Triangle,1.0,0.0,0.0
19.0,176.0,60.0,39.0,Triangle,0.0,0.0,1.0
35.0,172.0,80.0,41.0,Rectangle,0.0,1.0,0.0
51.0,164.0,99.0,39.0,Rectangle,0.0,1.0,0.0
26.5,155.0,50.0,37.0,Triangle,0.0,0.0,1.0
22.0,170.0,58.0,38.0,Triangle,0.0,0.0,1.0
28.0,176.0,65.0,39.0,Triangle,0.0,0.0,1.0
66.0,153.0,72.0,36.0,Rectangle,0.0,1.0,0.0
60.0,168.0,78.0,40.0,Triangle,0.0,0.0,1.0
28.0,167.0,63.0,39.0,Triangle,0.0,0.0,1.0
23.0,164.0,58.0,38.0,Triangle,0.0,0.0,1.0
33.0,164.0,98.0,41.0,Rectangle,0.0,1.0,0.0
24.5,153.0,50.0,36.0,Triangle,0.0,0.0,1.0
52.0,167.0,78.0,39.0,Inverted Triangle,1.0,0.0,0.0
42.0,178.0,83.0,40.0,Triangle,0.0,0.0,1.0
44.0,180.0,69.0,41.0,Triangle,0.0,0.0,1.0
24.0,177.0,65.0,39.0,Triangle,0.0,0.0,1.0
36.0,167.0,60.0,39.0,Triangle,0.0,0.0,1.0
47.0,161.0,56.0,36.0,Triangle,0.0,0.0,1.0
23.7,160.0,47.0,36.5,Triangle,0.0,0.0,1.0
54.8,168.0,64.0,38.0,Rectangle,0.0,1.0,0.0
51.0,168.0,78.5,39.0,Rectangle,0.0,1.0,0.0
19.4,176.0,68.0,40.5,Rectangle,0.0,1.0,0.0
46.0,170.0,85.0,41.0,Triangle,0.0,0.0,1.0
23.8,158.0,50.0,37.0,Triangle,0.0,0.0,1.0
25.2,168.0,56.0,38.0,Triangle,0.0,0.0,1.0
23.2,168.0,51.0,38.0,Rectangle,0.0,1.0,0.0
48.1,162.0,52.0,38.0,Rectangle,0.0,1.0,0.0
44.0,165.0,87.0,38.5,Rectangle,0.0,1.0,0.0
55.0,170.0,76.0,41.0,Rectangle,0.0,1.0,0.0
40.0,159.0,74.0,49.0,Rectangle,0.0,1.0,0.0
23.0,171.0,59.0,39.0,Triangle,0.0,0.0,1.0
29.8,157.0,44.0,35.5,Triangle,0.0,0.0,1.0
20.0,176.0,63.0,41.0,Triangle,0.0,0.0,1.0
59.8,167.0,78.0,39.5,Triangle,0.0,0.0,1.0
47.0,168.0,70.0,40.0,Triangle,0.0,0.0,1.0
32.0,176.0,55.0,39.0,Rectangle,0.0,1.0,0.0
20.5,169.0,54.0,36.5,Triangle,0.0,0.0,1.0
44.0,173.0,73.0,39.0,Rectangle,0.0,1.0,0.0
59.0,176.0,65.0,40.0,Triangle,0.0,0.0,1.0
32.0,171.0,61.5,38.0,Rectangle,0.0,1.0,0.0
41.0,159.0,77.0,37.0,Rectangle,0.0,1.0,0.0
24.4,154.0,49.0,36.0,Triangle,0.0,0.0,1.0
40.4,168.0,52.0,38.0,Triangle,0.0,0.0,1.0
24.1,162.0,53.0,37.0,Triangle,0.0,0.0,1.0
35.9,165.0,57.0,37.0,Triangle,0.0,0.0,1.0
58.0,168.0,70.0,38.0,Rectangle,0.0,1.0,0.0
63.0,167.0,76.0,41.0,Inverted Triangle,1.0,0.0,0.0
28.0,163.0,57.0,39.0,Triangle,0.0,0.0,1.0
55.0,166.0,122.0,38.0,Inverted Triangle,1.0,0.0,0.0
18.0,175.0,64.0,39.0,Triangle,0.0,0.0,1.0
42.0,157.0,67.5,37.0,Triangle,0.0,0.0,1.0
21.4,168.0,53.0,37.0,Triangle,0.0,0.0,1.0
33.4,160.0,49.0,36.0,Triangle,0.0,0.0,1.0
21.0,160.0,56.0,38.5,Triangle,0.0,0.0,1.0
19.3,168.0,53.0,37.5,Rectangle,0.0,1.0,0.0
30.0,154.0,55.0,38.0,Rectangle,0.0,1.0,0.0
21.1,169.0,59.0,38.0,Triangle,0.0,0.0,1.0
56.6,168.0,57.0,38.5,Rectangle,0.0,1.0,0.0
56.5,168.0,70.0,40.0,Triangle,0.0,0.0,1.0
42.0,185.0,100.0,41.0,Triangle,0.0,0.0,1.0
29.0,183.0,78.0,40.0,Triangle,0.0,0.0,1.0
21.0,167.0,51.0,39.0,Triangle,0.0,0.0,1.0
53.0,158.0,61.0,37.0,Triangle,0.0,0.0,1.0
37.0,178.0,70.0,41.0,Rectangle,0.0,1.0,0.0
45.0,150.0,52.0,37.0,Triangle,0.0,0.0,1.0
41.0,167.0,84.0,39.0,Rectangle,0.0,1.0,0.0
47.0,158.0,61.0,38.0,Inverted Triangle,1.0,0.0,0.0
49.0,168.0,74.0,39.0,Triangle,0.0,0.0,1.0
53.0,165.0,74.0,40.0,Rectangle,0.0,1.0,0.0
33.0,164.0,73.0,38.0,Triangle,0.0,0.0,1.0
36.1,166.0,57.0,35.5,Triangle,0.0,0.0,1.0
19.8,165.0,53.0,37.0,Triangle,0.0,0.0,1.0
19.0,180.0,65.0,40.0,Rectangle,0.0,1.0,0.0
45.0,163.0,57.0,38.0,Triangle,0.0,0.0,1.0
24.5,158.0,47.0,36.0,Rectangle,0.0,1.0,0.0
51.0,164.0,85.0,38.0,Triangle,0.0,0.0,1.0
32.0,168.0,74.0,39.0,Triangle,0.0,0.0,1.0
39.0,175.0,67.0,41.0,Triangle,0.0,0.0,1.0
30.0,171.0,80.0,39.0,Rectangle,0.0,1.0,0.0
22.8,160.0,60.0,37.5,Rectangle,0.0,1.0,0.0
60.0,157.0,63.0,37.0,Rectangle,0.0,1.0,0.0
22.0,178.0,60.0,40.0,Triangle,0.0,0.0,1.0
31.3,165.0,55.0,36.0,Triangle,0.0,0.0,1.0
26.0,165.0,51.0,37.5,Triangle,0.0,0.0,1.0
27.0,157.0,75.0,38.0,Triangle,0.0,0.0,1.0
52.0,173.0,80.0,40.0,Triangle,0.0,0.0,1.0
58.0,155.0,67.0,39.0,Rectangle,0.0,1.0,0.0
24.0,163.0,46.0,37.5,Triangle,0.0,0.0,1.0
26.0,182.0,70.0,41.0,Triangle,0.0,0.0,1.0
22.0,173.0,60.5,39.0,Triangle,0.0,0.0,1.0
47.0,164.0,52.0,38.0,Rectangle,0.0,1.0,0.0
24.0,155.0,46.0,36.0,Triangle,0.0,0.0,1.0
54.0,168.0,78.0,38.5,Rectangle,0.0,1.0,0.0
26.0,155.0,53.0,37.0,Triangle,0.0,0.0,1.0
36.0,167.0,60.0,40.0,Rectangle,0.0,1.0,0.0
