"Waist Circumference, Pref (mm)",Chest Circumference (mm),Neck Base Circumference (mm),"Hip Circumference, Maximum (mm)",Crotch Height (mm),Thigh Circumference (mm),Shoulder Breadth (mm),"Waist Height, Preferred (mm)",Arm Length (Shoulder to Wrist) (mm),Chest Girth (Chest Circumference at Scye) (mm),Weight (kg),"Ankle Ht Rt (Malleolus, Lateral) (mm)",Malleolus Med Rt (mm)
768.0,915.0,485.0,920.0,821.0,515.0,464.0,1026.0,650.0,949.0,64.5,74.0,82.0
900.0,1054.0,488.0,993.0,887.0,557.0,427.0,1120.0,687.0,1011.0,82.4,74.68,92.61
810.0,924.0,453.0,1019.0,786.0,583.0,476.0,1038.0,609.0,935.0,72.0,66.0,83.0
1117.0,1154.0,538.0,1184.0,855.0,689.0,492.0,1095.0,673.0,1176.0,115.9,75.48,90.62
813.0,954.0,451.0,1015.0,810.0,575.0,419.0,1025.0,633.0,945.0,72.3,64.0,84.0
826.0,965.0,490.0,930.0,794.0,556.0,427.0,995.0,620.0,967.0,71.5,68.0,85.0
851.0,963.0,512.0,1089.0,809.0,628.0,506.0,1024.0,640.0,1033.0,86.7,74.84,96.09
754.0,797.0,436.0,811.0,769.0,449.0,378.0,935.0,584.0,794.0,47.3,63.0,70.0
891.0,978.0,464.0,1070.0,839.0,584.0,455.0,1068.0,641.0,984.0,77.9,66.83,81.04
842.0,935.0,466.0,1004.0,801.0,570.0,458.0,1014.0,616.0,1000.0,71.3,78.0,77.0
846.0,940.0,462.0,1027.0,820.0,594.0,434.0,998.0,611.0,967.0,75.2,78.0,84.0
929.0,992.0,490.0,1000.0,876.0,586.0,445.0,1083.0,637.0,991.0,81.4,69.79,84.54
841.0,1014.0,465.0,997.0,784.0,619.0,499.0,998.0,652.0,1071.0,80.5,73.0,75.0
757.0,835.0,430.0,890.0,845.0,495.0,427.0,1056.0,620.0,832.0,50.2,66.0,73.0
1419.0,1301.0,606.0,1255.0,831.0,695.0,544.0,1147.0,695.0,1194.0,146.6,75.64,100.53
878.0,981.0,500.0,1046.0,788.0,633.0,482.0,985.0,602.0,987.0,78.5,74.0,76.0
791.0,921.0,485.0,972.0,723.0,543.0,452.0,943.0,624.0,940.0,63.5,70.0,76.0
796.0,927.0,478.0,1008.0,829.0,588.0,477.0,1033.0,632.0,973.0,79.6,67.23,91.46
1016.0,1185.0,521.0,1095.0,823.0,650.0,517.0,1086.0,626.0,1222.0,95.7,70.0,79.0
930.0,1008.0,490.0,1063.0,847.0,610.0,471.0,1062.0,672.0,1012.0,88.2,77.45,100.09
903.0,1018.0,490.0,993.0,782.0,562.0,465.0,1017.0,622.0,1046.0,80.9,69.82,80.58
912.0,1069.0,522.0,1045.0,819.0,593.0,511.0,1058.0,437.0,1069.0,90.0,75.8,112.91
790.0,815.0,448.0,902.0,743.0,505.0,443.0,925.0,628.0,870.0,56.9,70.0,81.0
1015.0,1127.0,517.0,1050.0,757.0,589.0,488.0,949.0,608.0,1105.0,100.7,65.47,86.56
978.0,1062.0,496.0,1040.0,886.0,605.0,490.0,1133.0,717.0,1091.0,89.9,82.7,106.32
905.0,972.0,475.0,1076.0,833.0,636.0,475.0,1018.0,618.0,1011.0,85.4,71.09,96.18
1058.0,1053.0,480.0,1078.0,855.0,650.0,479.0,1099.0,671.0,1050.0,98.1,75.02,97.49
820.0,950.0,481.0,996.0,734.0,599.0,472.0,930.0,606.0,1022.0,72.1,66.0,77.0
1075.0,1227.0,598.0,1227.0,810.0,738.0,582.0,1004.0,676.0,1165.0,123.7,75.46,100.85
850.0,929.0,449.0,963.0,816.0,556.0,445.0,1004.0,637.0,961.0,67.8,68.64,88.0
990.0,1065.0,486.0,1160.0,714.0,660.0,503.0,915.0,665.0,1052.0,89.5,69.0,88.0
950.0,992.0,523.0,998.0,861.0,564.0,460.0,1058.0,662.0,1007.0,83.8,74.42,90.32
782.0,915.0,447.0,970.0,860.0,525.0,436.0,1147.0,638.0,916.0,68.8,76.99,94.79
849.0,946.0,497.0,1051.0,977.0,570.0,496.0,1205.0,691.0,1012.0,87.4,81.5,111.71
