Subject Number,NL Subject,Acromial Ht Stand Lt (mm),Acromial Ht Stand Rt (mm),Acromion-Radiale Len Lt (mm),Acromion-Radiale Len Rt (mm),"Ankle Ht Lt (Malleolus, Lateral) (mm)","Ankle Ht Rt (Malleolus, Lateral) (mm)",Arm Inseam Lt (mm),Arm Inseam Rt (mm),Axilla Ht Lt (mm),Axilla Ht Rt (mm),Biacromial Brth (mm),Bicristale Brth (mm),Bigonial Brth (mm),Bispinous Brth (mm),Bitragion Brth (mm),Bitrochanteric Brth Stand (mm),Bustpoint Brth (mm),Cervicale Ht (mm),Chest Ht Stand (mm),Elbow Ht Stand Lt (mm),Elbow Ht Stand Rt (mm),Foot Brth Lt (mm),Foot Brth Rt (mm),Infraorbitale Ht Lt Stand (mm),Infraorbitale Ht Rt Stand (mm),Inter-pupillary Dst (mm),Interscye Dst Stand (mm),Knee Ht Stand Lt (mm),Knee Ht Stand Rt (mm),Malleolus Med Lt (mm),Malleolus Med Rt (mm),Neck Ht (mm),Radiale-Stylion Len Lt (mm),Radiale-Stylion Len Rt (mm),Sellion Supramenton (mm),Sleeve Outseam Len Lt (mm),Sleeve Outseam Len Rt (mm),Sphyrion Ht Lt (mm),Sphyrion Ht Rt (mm),Suprasternale Ht (mm),Trochanterion Ht Lt (mm),Trochanterion Ht Rt (mm),Waist Back (mm)
16786,6786,1424.89,1419.30,331.22,317.90,77.84,72.30,453.74,414.69,1311.90,1285.06,407.06,295.04,120.56,239.09,143.41,336.45,196.79,1492.55,1272.43,1093.82,1126.30,92.09,104.15,1624.22,1620.86,67.10,379.34,473.21,463.80,98.27,105.25,133.66,242.56,243.30,92.53,572.50,548.61,72.12,80.07,1405.81,918.80,888.26,463.61
16788,6788,1241.19,1227.84,276.28,261.99,56.14,57.12,372.91,377.77,1141.25,1138.10,334.44,245.16,121.74,212.47,145.95,313.14,177.92,1285.46,1081.88,975.96,980.09,78.04,87.84,1372.32,1374.32,60.16,325.10,403.67,397.73,70.85,67.82,112.71,201.50,214.89,100.96,475.94,470.54,50.50,47.57,1208.03,763.89,752.69,378.56
16789,6789,1242.08,1229.55,279.60,278.75,54.39,56.66,395.22,412.69,1152.97,1154.39,360.74,259.83,111.31,182.11,139.63,309.72,179.25,1289.90,1127.21,982.41,971.21,84.30,82.59,1389.48,1388.48,61.02,369.54,391.26,393.26,67.92,70.35,120.22,214.18,222.27,97.47,486.62,490.39,51.30,49.55,1232.63,778.02,791.76,371.50
16790,6790,1460.01,1448.56,331.37,331.09,71.17,67.23,430.50,434.29,1328.86,1317.47,409.04,293.55,129.49,229.21,151.68,333.01,199.06,1515.65,1295.51,1138.24,1133.52,107.45,115.11,1640.90,1647.83,64.38,396.34,496.70,493.26,95.38,91.46,145.66,233.25,247.44,94.32,577.99,575.06,60.45,58.55,1447.95,919.91,925.71,467.88
16791,6791,1431.51,1424.41,317.52,310.38,58.47,70.13,438.60,437.20,1288.20,1279.67,398.63,334.92,132.86,258.22,157.02,357.76,214.04,1489.99,1258.63,1111.29,1119.59,99.96,104.05,1602.03,1603.57,74.06,463.57,488.91,493.89,79.71,89.24,104.42,260.04,279.25,100.44,581.49,570.50,55.53,63.05,1412.09,907.00,913.80,449.94
16795,6795,1423.73,1427.47,312.52,310.03,65.90,61.95,441.10,419.07,1313.43,1292.63,389.76,325.28,127.35,201.13,151.94,362.57,215.76,1481.52,1254.47,1121.87,1132.72,97.89,106.52,1590.92,1596.64,67.40,436.66,483.99,482.98,80.78,81.15,105.85,240.73,249.48,100.00,546.74,557.54,55.39,49.97,1408.89,864.15,874.79,471.36
16796,6796,1417.70,1380.37,310.89,317.91,65.19,62.96,439.49,447.01,1318.30,1290.62,372.39,284.53,109.87,233.20,139.07,377.16,190.68,1460.62,1247.13,1113.50,1078.97,92.43,109.91,1588.08,1591.54,58.12,379.98,465.01,460.53,71.47,83.91,121.56,223.44,235.60,85.49,533.16,537.18,41.56,53.73,1396.83,902.07,878.26,423.38
16803,6803,1579.50,1587.19,364.16,378.32,73.87,73.28,475.72,470.61,1442.50,1428.41,391.22,323.34,125.11,257.03,163.17,363.51,202.05,1622.36,1408.28,1249.27,1236.26,89.89,104.47,1740.89,1747.36,71.43,400.41,524.92,529.33,85.77,87.58,137.16,260.94,270.68,97.40,621.44,637.92,51.69,60.86,1560.06,1028.54,1028.91,459.94
16804,6804,1573.98,1558.96,381.08,374.63,62.10,76.36,522.42,513.30,1435.09,1417.96,414.57,315.89,122.45,317.34,147.17,379.60,205.80,1631.18,1392.18,1212.38,1202.47,92.05,109.92,1739.96,1736.50,67.10,406.79,543.57,544.99,92.74,92.10,146.97,301.54,301.89,98.85,657.49,662.96,57.44,58.45,1544.27,1045.49,1037.36,464.05
16805,6805,1516.84,1489.50,365.36,345.84,56.80,74.89,479.15,494.15,1387.00,1381.38,332.97,303.64,116.56,262.86,148.16,350.70,188.57,1565.83,1335.35,1180.45,1178.70,86.36,101.79,1665.98,1665.97,66.32,355.57,511.80,510.35,80.23,89.72,120.61,259.58,262.05,106.27,611.34,593.29,63.71,67.92,1474.20,966.84,960.17,486.08
16809,6809,1374.54,1381.87,316.87,331.21,60.75,65.15,405.46,424.64,1235.05,1244.06,405.41,332.82,129.27,265.41,155.36,357.05,200.27,1469.27,1207.19,1073.21,1059.39,102.13,115.83,1562.96,1557.03,72.91,396.11,454.85,455.87,89.19,86.91,92.27,229.73,245.95,119.58,550.98,571.22,68.85,63.65,1360.17,855.50,866.01,494.50
16818,6818,1372.94,1357.61,302.10,307.94,70.31,62.21,442.33,453.31,1274.38,1264.07,360.39,316.03,119.84,283.92,142.80,384.01,205.75,1408.04,1208.26,1075.64,1074.79,94.95,106.61,1513.08,1511.08,68.06,433.23,461.83,461.42,80.20,83.91,115.11,247.80,258.78,95.38,532.90,546.49,53.94,58.32,1363.10,863.98,874.00,391.90
16822,6822,1422.75,1417.79,324.29,301.22,63.39,68.87,453.29,438.77,1315.42,1310.80,394.33,263.17,114.53,233.45,136.59,332.82,153.16,1484.82,1287.32,1096.61,1127.59,71.94,82.85,1610.95,1609.49,66.16,374.07,484.76,482.32,79.18,78.36,145.69,236.72,257.96,95.11,559.78,550.38,57.23,53.58,1406.60,935.31,938.69,419.98
16825,6825,1531.00,1528.28,355.05,348.34,82.69,77.45,,,1417.17,1419.63,416.52,,123.62,255.76,154.12,391.17,239.11,1605.53,1361.76,1177.01,1169.90,99.72,111.17,1722.98,1718.72,63.79,376.35,538.66,524.82,89.94,100.09,104.97,,,99.31,614.25,,68.04,72.37,1508.45,954.35,929.95,536.00
16826,6826,1465.76,1450.27,317.16,310.67,67.20,56.25,445.92,477.05,1353.77,1349.79,412.42,295.22,116.24,210.38,147.22,338.95,203.20,1503.67,1303.80,1161.13,1129.49,92.75,100.25,1622.65,1623.02,56.24,428.60,496.64,488.32,75.74,79.98,130.42,240.09,273.07,90.68,585.05,579.58,48.32,56.73,1433.22,912.85,925.35,379.40
16827,6827,1395.21,1395.75,309.35,307.55,68.45,68.72,403.95,389.85,1284.60,1264.47,359.11,328.00,124.80,274.25,145.08,392.15,211.02,1446.93,1213.69,1101.28,1112.40,86.40,91.53,1543.78,1539.32,68.21,391.02,459.80,459.81,80.04,81.38,100.69,229.59,237.78,95.30,525.91,540.53,47.37,53.30,1388.66,900.55,891.80,429.24
16830,6830,1450.75,1441.06,331.34,333.28,69.25,75.24,428.98,436.03,1327.61,1325.89,358.91,282.49,119.38,234.11,154.90,316.48,195.44,1505.11,1299.95,1131.02,1129.93,101.65,104.41,1657.18,1652.38,68.60,368.69,510.43,514.86,88.65,97.07,150.38,237.16,255.04,102.28,565.32,576.53,67.40,70.98,1447.19,934.05,946.96,431.21
16831,6831,1592.76,1581.94,366.28,365.42,100.42,90.07,489.46,467.15,1454.03,1443.10,390.24,314.42,114.03,261.16,145.63,359.79,213.04,1653.73,1426.10,1219.22,1236.01,106.78,107.88,1783.90,1785.47,71.40,391.53,566.09,563.13,108.07,104.06,134.73,283.58,284.62,100.07,639.92,620.57,83.72,79.27,1574.60,1051.31,1032.86,486.99
16832,6832,1424.10,1403.24,317.08,313.78,78.41,72.77,455.96,456.76,1317.49,1299.62,404.26,309.28,124.02,254.95,148.95,338.50,213.20,1472.05,1273.24,1110.11,1105.93,70.43,102.64,1602.47,1603.33,65.23,432.57,482.39,487.86,89.29,91.86,120.42,251.24,258.15,95.75,559.49,561.68,54.49,58.75,1413.82,912.94,916.50,425.66
16833,6833,1548.27,1557.22,348.25,346.31,70.28,69.46,477.76,480.05,1403.03,1409.92,416.80,349.30,132.32,273.11,149.35,379.38,219.23,1613.36,1377.53,1219.91,1226.22,101.16,112.44,1736.33,1732.40,72.17,510.40,526.67,507.29,88.50,85.91,116.02,269.78,290.82,104.47,616.06,616.52,53.04,48.87,1536.70,955.98,957.20,552.17
16834,6834,1456.67,1466.77,342.81,341.59,75.81,72.59,485.05,486.04,1346.07,1363.51,430.61,287.17,119.53,226.23,162.83,346.72,219.42,1528.58,1295.57,1133.28,1156.38,85.59,104.20,1636.01,1639.47,62.13,423.79,503.40,500.90,91.95,96.80,118.35,274.49,274.44,95.73,592.96,592.98,70.73,72.62,1447.53,948.97,949.42,450.32
16835,6835,1648.14,1631.80,383.68,385.00,83.89,68.64,542.55,534.96,1513.67,1504.21,409.42,305.46,120.57,281.42,150.86,341.00,218.18,1693.32,1452.68,1275.34,1271.01,101.07,111.70,1780.96,1781.88,68.01,427.15,594.37,581.49,101.89,96.73,107.16,304.92,301.40,99.49,675.04,666.88,62.39,61.78,1592.95,1114.29,1089.11,491.71
16836,6836,1508.84,1501.14,340.58,347.81,76.34,68.77,479.06,476.40,1399.79,1378.66,424.71,327.88,124.37,254.26,155.00,371.28,235.04,1576.88,1325.60,1174.47,1178.80,83.89,100.66,1696.89,1700.72,64.49,433.26,504.53,504.51,94.12,97.45,142.40,251.91,261.33,102.85,594.91,593.58,68.52,55.88,1481.76,933.67,922.69,525.53
16837,6837,1489.36,1490.69,326.01,342.07,71.83,71.34,465.46,455.72,1382.48,1379.26,413.28,291.65,121.58,227.27,151.99,338.50,187.54,1536.59,1319.43,1172.11,1180.79,77.79,101.49,1682.28,1683.82,63.63,436.46,499.95,506.38,76.77,81.75,113.57,254.63,252.60,101.50,577.20,588.39,51.46,55.98,1468.43,983.97,967.17,501.43
16838,6838,1455.30,1457.75,329.66,346.89,78.90,71.34,446.59,454.01,1330.45,1344.26,409.47,336.57,140.00,294.15,154.98,385.55,231.23,1493.66,1302.52,1132.94,1141.65,98.09,113.13,1635.23,1628.56,70.60,435.62,483.17,486.59,88.70,91.81,144.91,263.63,264.94,93.27,566.87,575.94,70.47,74.48,1450.90,933.50,936.21,443.50
16839,6839,1511.28,1499.79,327.73,331.39,81.18,70.69,479.21,469.67,1407.11,1391.09,439.21,300.64,116.07,230.45,146.51,351.80,191.17,1548.25,1351.42,1184.08,1185.10,97.39,108.26,1682.52,1684.99,65.79,415.88,511.46,511.47,81.19,90.06,164.70,262.42,260.72,97.40,576.15,572.72,57.63,55.42,1493.70,971.95,983.12,457.61
16840,6840,1469.14,1443.49,342.43,326.23,54.88,66.51,453.52,464.77,1346.65,1321.36,376.92,262.05,120.04,226.50,139.82,311.94,197.71,1484.52,1272.93,1141.21,1136.07,99.98,100.99,1608.89,1611.35,73.06,364.94,489.46,481.51,83.92,84.97,152.55,243.59,260.82,101.77,580.89,578.99,60.26,56.42,1428.83,966.62,947.39,423.09
16842,6842,1476.22,1461.05,335.98,321.08,69.45,77.49,468.78,472.65,1371.65,1362.63,442.78,330.98,121.43,220.77,154.81,377.58,204.74,1555.48,1322.65,1148.99,1148.22,79.40,101.69,1684.45,1686.00,70.57,445.95,502.41,498.97,87.89,97.11,81.21,250.18,280.89,96.23,578.97,575.62,62.96,63.46,1462.78,914.74,910.04,513.27
16847,6847,1301.13,1303.25,271.18,274.75,66.46,56.12,404.16,408.41,1208.41,1224.53,341.21,284.88,112.81,230.07,150.12,338.89,165.76,1381.56,1165.97,1048.88,1049.63,77.20,83.84,1478.74,1478.74,64.11,359.78,438.99,436.53,75.26,72.28,69.57,223.92,224.32,103.74,487.72,491.02,54.29,51.03,1289.95,857.59,851.54,387.06
16848,6848,1546.18,1528.61,359.96,351.35,79.87,76.70,429.45,446.45,1393.98,1373.19,389.70,410.49,131.49,403.71,148.18,472.28,209.89,1587.95,1347.45,1218.23,1181.52,85.85,87.83,1721.03,1719.56,70.07,434.84,502.60,500.13,71.35,81.33,119.92,259.05,276.00,96.25,612.74,606.13,56.35,64.01,1527.29,981.43,993.07,429.60
16850,6850,1440.03,1433.70,324.03,327.99,76.25,78.55,435.70,431.97,1315.49,1309.38,411.00,336.16,129.16,268.88,160.16,375.49,196.28,1525.06,1279.28,1124.83,1114.98,117.63,113.29,1634.61,1633.15,74.06,451.62,490.36,493.83,84.52,88.98,121.46,249.71,251.57,93.34,563.79,566.53,65.91,53.87,1429.79,911.36,889.74,489.51
16853,6853,1498.18,1477.60,331.09,341.32,74.60,72.93,459.48,478.08,1383.48,1361.01,409.87,337.59,128.82,238.92,149.18,369.54,210.06,1559.80,1338.40,1166.84,1138.57,96.32,100.76,1686.36,1682.81,64.20,392.78,504.29,503.29,80.60,86.81,95.85,250.18,267.10,103.51,575.85,598.57,50.20,52.71,1483.92,916.20,915.90,486.42
16860,6860,1553.79,1523.82,370.34,367.06,84.23,82.66,494.70,490.99,1417.98,1402.71,397.31,332.23,124.40,240.62,156.31,362.27,221.14,1569.54,1350.67,1192.67,1177.82,92.26,99.88,1704.38,1705.60,65.68,404.68,530.30,524.34,85.78,94.35,96.08,268.19,268.20,109.33,630.37,614.22,59.80,59.71,1500.76,971.10,977.96,482.61
16862,6862,1513.09,1517.50,320.18,341.73,66.41,75.46,467.90,475.77,1401.00,1410.76,448.50,391.04,139.41,296.84,166.90,407.64,270.34,1558.35,1356.68,1196.01,1206.75,117.58,120.32,1695.55,1701.48,74.25,445.84,502.81,502.80,91.41,100.85,155.92,259.43,259.78,109.45,575.60,581.04,69.71,71.14,1521.34,909.07,917.47,516.32
16868,6868,1251.91,1266.53,267.98,285.55,58.22,63.03,418.38,414.99,1175.62,1187.71,334.34,254.74,117.53,249.51,135.21,341.41,168.26,1300.68,1120.77,984.15,1004.43,84.15,92.80,1426.08,1423.61,50.13,322.19,421.83,425.84,72.17,78.70,117.93,218.65,227.62,101.61,478.01,501.50,55.16,59.84,1265.26,811.44,806.09,345.56
16870,6870,1271.20,1249.03,285.10,281.54,56.98,61.88,390.23,421.70,1147.19,1171.06,368.73,311.06,116.91,230.41,152.33,397.04,245.02,1323.35,1078.23,998.62,992.71,90.98,102.00,1438.02,1437.02,58.02,374.67,419.34,424.79,65.99,81.87,100.99,218.69,228.37,100.74,501.16,499.02,45.55,52.81,1260.36,793.53,809.59,374.77
16879,6879,1237.19,1247.03,261.39,272.14,59.46,59.93,390.33,380.75,1150.08,1159.25,336.94,274.84,116.85,245.78,131.58,289.93,204.39,1284.91,1083.87,974.41,985.97,74.17,81.26,1370.38,1372.38,61.18,371.47,414.05,413.01,68.34,76.86,90.38,216.85,209.07,87.14,460.04,486.47,49.61,58.07,1238.27,812.61,809.21,342.10
16880,6880,1492.26,1489.02,317.75,328.49,67.57,71.09,429.00,441.35,1363.44,1374.39,393.88,330.33,129.21,268.07,161.45,373.41,214.53,1535.15,1304.00,1166.14,1172.16,108.51,119.21,1665.63,1666.94,66.55,372.38,494.52,492.06,97.96,96.18,136.36,255.76,259.80,93.79,555.53,555.93,63.19,62.54,1460.56,901.80,896.37,494.30
16881,6881,1488.88,1480.58,324.94,328.22,74.67,70.82,439.88,430.03,1369.97,1362.55,405.02,299.20,121.21,252.62,157.81,335.41,198.15,1510.64,1327.46,1171.82,1182.58,86.28,108.48,1677.72,1680.79,64.50,388.05,487.68,478.27,85.78,88.87,147.18,257.40,249.88,97.25,563.01,557.05,53.43,60.69,1467.50,926.30,927.31,477.44
16883,6883,1522.78,1500.44,357.76,342.30,74.06,72.84,488.16,484.18,1403.64,1387.13,417.68,291.75,121.57,209.72,156.94,344.83,184.08,1566.64,1360.40,1185.94,1173.34,88.93,107.64,1706.81,1707.81,70.05,413.33,504.61,509.06,87.64,85.41,115.49,257.07,275.43,98.48,607.91,598.46,61.42,61.70,1507.91,990.26,1002.36,444.77
16884,6884,1410.48,1405.70,312.52,319.34,62.77,66.44,460.28,458.07,1293.16,1297.84,388.62,287.70,116.39,263.25,142.21,335.76,195.43,1485.16,1264.17,1103.20,1116.39,89.24,101.84,1577.92,1578.38,68.21,373.34,477.18,472.24,84.43,85.32,93.07,259.65,248.10,91.63,550.99,560.80,50.72,52.20,1373.05,896.61,889.05,447.40
16889,6889,1507.62,1502.16,318.28,336.73,76.30,77.91,460.09,456.09,1399.50,1380.22,436.83,320.52,127.32,250.85,140.80,368.26,201.01,1562.47,1355.10,1182.46,1179.81,106.70,93.40,1727.33,1727.76,67.04,389.66,511.88,514.92,102.66,102.90,147.19,256.77,267.46,107.01,576.41,585.61,75.03,83.11,1503.59,927.45,910.81,481.54
16890,6890,1370.73,1367.64,292.02,300.27,58.95,66.78,438.79,419.23,1259.49,1256.71,383.89,299.41,119.15,273.02,141.90,335.29,203.04,1411.99,1209.98,1080.62,1095.05,92.63,94.21,1531.14,1529.68,67.08,365.08,460.39,454.95,75.48,85.32,116.79,263.99,238.24,91.37,536.09,521.36,51.82,46.23,1349.55,895.56,886.96,392.49
16892,6892,1539.24,1544.15,344.54,352.37,83.01,80.91,507.92,501.42,1421.11,1430.64,393.82,297.13,122.28,249.06,152.48,361.33,224.62,1584.90,1387.23,1207.54,1204.72,101.88,105.33,1695.84,1696.84,69.05,388.17,528.85,528.37,102.88,101.39,127.86,280.81,272.27,95.20,625.51,628.46,64.85,61.35,1521.66,959.95,967.68,454.81
16893,6893,1514.55,1509.47,345.97,355.25,71.73,89.28,485.15,483.05,1395.29,1386.82,382.54,289.10,123.54,231.22,150.03,347.21,232.72,1561.23,1333.95,1175.67,1179.01,91.24,101.61,1704.50,1701.57,64.00,381.66,518.10,516.63,91.67,104.41,142.06,266.02,260.47,100.54,604.06,605.66,56.81,69.77,1489.80,945.80,951.05,508.41
16894,6894,1403.30,1390.52,331.33,325.31,60.94,59.90,457.26,472.08,1295.36,1290.01,399.36,290.65,122.38,254.95,140.82,340.20,188.05,1467.90,1262.89,1074.86,1102.50,102.90,101.38,1603.48,1605.49,61.76,405.01,490.03,495.02,73.92,87.82,115.71,244.12,260.73,102.87,574.26,576.25,48.70,62.62,1406.94,910.04,908.12,450.35
16895,6895,1461.92,1451.50,335.02,335.09,75.09,71.90,453.23,436.65,1329.87,1309.70,371.64,308.82,121.48,261.07,148.97,352.53,208.48,1504.82,1284.08,1143.74,1133.73,100.79,105.20,1616.57,1616.10,70.11,377.29,508.20,505.77,85.28,82.12,124.42,268.62,259.59,96.84,579.56,588.58,60.03,56.55,1436.00,914.62,903.39,426.24
16899,6899,1366.60,1348.88,298.99,294.67,58.30,54.76,414.49,408.81,1252.75,1238.64,367.19,311.20,115.15,238.63,138.54,384.02,178.37,1387.89,1205.72,1077.20,1068.76,88.59,95.36,1513.04,1513.04,63.06,379.31,429.88,432.43,70.31,79.48,104.54,223.21,222.04,90.39,525.39,514.47,43.56,56.23,1342.34,821.63,807.94,401.25
16907,6907,1445.36,1442.57,328.04,325.77,84.31,82.02,449.45,454.50,1315.65,1310.34,416.43,302.78,130.83,260.14,154.39,340.07,202.12,1504.44,1274.95,1122.58,1114.99,113.63,114.82,1624.20,1618.59,68.30,388.71,501.93,506.88,89.81,94.41,105.05,262.16,274.17,101.53,586.28,581.87,65.09,76.56,1440.23,924.15,929.77,442.82
16908,6908,1497.99,1497.84,337.92,341.24,77.88,69.28,465.78,470.08,1380.11,1364.17,431.32,290.21,115.12,223.48,150.16,341.40,196.95,1580.33,1324.85,1178.12,1183.57,101.80,105.59,1686.72,1683.61,65.73,434.13,513.43,513.42,80.47,85.87,135.39,260.22,266.15,102.10,590.14,591.51,59.94,64.70,1478.31,930.16,926.95,494.65
16910,6910,1465.42,1447.33,314.34,322.92,82.34,78.05,436.13,448.46,1342.59,1339.35,426.46,315.20,132.91,276.25,149.85,330.46,211.49,1528.02,1300.95,1169.42,1138.86,84.93,103.99,1664.24,1661.21,57.08,399.32,521.66,519.17,95.78,99.45,121.43,249.36,263.54,101.13,560.44,569.18,71.96,68.80,1448.49,983.62,958.07,472.30
16911,6911,1455.39,1448.82,319.59,317.54,75.81,77.38,427.78,404.45,1327.46,1315.74,366.83,316.23,110.15,279.76,137.19,357.12,186.26,1508.99,1291.92,1136.68,1140.19,92.90,95.04,1588.60,1585.87,65.97,362.13,484.66,467.84,104.18,99.55,122.84,256.22,242.88,107.87,565.17,558.90,63.99,65.89,1424.58,906.40,895.08,483.15
16919,6919,1480.60,1472.17,337.73,330.96,68.65,63.37,466.78,466.10,1367.76,1364.23,408.40,311.16,122.34,238.90,151.25,339.44,192.21,1546.65,1329.66,1155.52,1158.51,97.49,108.67,1692.20,1690.93,63.13,381.88,506.51,500.60,84.76,87.22,147.09,247.80,259.67,96.67,584.98,576.77,57.34,60.50,1477.61,967.51,967.73,498.16
16927,6927,1478.61,1490.09,334.77,340.59,68.25,65.10,475.18,457.06,1352.46,1350.66,410.09,280.33,119.07,249.28,146.67,338.01,192.16,1540.18,1330.97,1144.52,1155.40,113.71,114.62,1680.99,1682.29,67.35,389.18,521.44,503.11,84.48,83.53,123.10,277.64,270.46,110.73,587.61,595.73,59.85,52.36,1461.61,975.21,959.36,449.55
16929,6929,1485.48,1465.39,323.04,327.41,74.23,74.25,435.11,454.80,1368.08,1356.00,386.74,291.84,118.55,260.21,140.45,328.74,178.87,1512.56,1309.50,1168.67,1156.48,92.56,105.63,1650.35,1651.42,58.07,367.76,505.60,498.63,81.34,91.67,130.18,229.97,243.01,103.45,561.42,577.85,54.88,58.10,1453.55,919.53,923.40,470.22
16932,6932,1416.28,1410.60,303.13,315.90,70.39,69.52,449.73,459.94,1316.66,1309.89,405.55,352.11,130.71,289.48,162.97,379.73,218.52,1466.35,1263.24,1139.03,1127.69,105.32,109.57,1579.62,1577.16,70.24,398.81,486.06,489.06,83.75,91.49,110.87,244.39,253.84,96.62,547.28,554.03,67.18,72.69,1402.96,887.55,865.80,442.28
16950,6950,1403.10,1409.55,306.84,315.94,73.79,68.89,434.72,438.22,1292.79,1293.28,379.28,269.03,104.81,251.03,142.72,352.50,162.53,1472.70,1258.08,1095.10,1119.64,93.14,99.60,1590.11,1589.17,63.69,376.37,465.22,468.18,84.60,86.81,97.59,245.93,247.72,94.38,542.97,549.81,64.81,65.95,1386.26,891.66,916.07,431.42
16962,6962,1473.55,1499.78,331.99,340.06,65.05,68.98,470.35,460.90,1366.26,1369.10,403.08,300.11,119.56,237.72,150.03,328.57,183.93,1562.07,1336.39,1140.67,1169.18,80.95,98.05,1678.23,1676.44,63.49,365.20,506.64,515.95,89.41,93.62,134.02,273.36,274.67,111.14,566.42,594.56,71.62,70.28,1478.89,1004.65,1016.74,411.10
16972,6972,1307.82,1305.24,303.21,309.01,57.21,58.96,444.94,441.21,1212.98,1217.82,357.97,276.40,115.66,226.08,141.25,328.39,178.35,1383.36,1186.90,998.43,1010.56,82.27,97.76,1452.65,1452.64,60.06,332.25,431.75,432.76,73.89,79.74,101.90,234.54,244.13,88.84,533.14,533.82,51.50,63.88,1305.18,828.87,824.44,421.11
16987,6987,1267.82,1243.33,281.70,284.68,65.58,63.80,364.36,365.77,1137.28,1122.77,354.67,303.78,119.45,295.02,137.88,364.52,165.21,1297.37,1098.78,1015.72,964.57,87.04,90.67,1383.05,1386.30,68.43,370.04,414.49,412.03,77.43,74.88,109.61,214.83,220.33,86.44,488.99,487.97,45.72,43.42,1244.26,784.10,776.70,363.57
16988,6988,1401.38,1417.25,334.32,349.94,71.16,70.15,443.02,443.36,1269.20,1267.32,380.28,317.07,124.18,264.12,154.84,351.98,195.85,1463.67,1231.41,1087.08,1108.60,112.10,108.16,1590.67,1593.13,71.09,386.07,468.49,472.50,87.53,93.41,125.90,251.03,255.96,108.36,585.52,587.28,55.56,54.84,1395.71,904.94,890.62,433.43
16989,6989,1361.81,1357.68,312.34,310.47,67.92,64.58,394.28,398.83,1223.83,1214.02,399.98,369.93,140.80,382.23,156.84,378.25,290.28,1421.22,1135.16,1057.05,1053.00,97.25,105.94,1511.78,1511.75,69.81,411.16,455.72,454.71,79.83,82.92,89.23,238.29,260.12,84.77,544.55,548.20,53.97,55.69,1360.36,822.32,830.48,393.97
16990,6990,1602.81,1615.75,359.35,366.42,71.07,79.92,478.63,478.52,1465.59,1476.57,391.02,281.64,116.95,227.08,145.67,352.15,182.18,1672.58,1446.69,1242.45,1265.85,97.62,112.48,1807.39,1803.47,71.15,358.02,541.85,545.26,94.10,102.05,138.18,260.65,266.19,102.38,623.79,622.87,74.65,81.26,1592.66,975.92,975.24,514.77
16992,6992,1416.67,1405.63,337.74,329.25,64.93,59.21,477.95,473.16,1313.76,1299.05,388.61,263.59,116.21,196.46,152.16,315.84,197.16,1464.89,1254.88,1100.52,1097.32,96.47,109.50,1620.60,1614.67,71.25,377.13,483.65,472.26,74.23,82.84,131.80,240.02,255.98,103.95,584.70,580.53,51.01,57.31,1396.91,919.49,901.97,451.57
16993,6993,1489.26,1465.84,347.80,341.44,79.90,81.11,434.78,436.61,1337.06,1313.63,388.03,314.73,122.70,236.52,147.89,333.99,207.01,1529.12,1293.77,1160.35,1145.63,87.48,100.50,1676.90,1677.29,67.61,392.95,510.69,500.30,85.70,88.36,94.58,240.30,261.37,111.32,605.33,597.65,61.59,57.73,1452.13,1003.61,995.94,495.45
16994,6994,1532.15,1527.48,354.68,360.30,81.95,73.67,494.88,507.57,1418.20,1423.27,402.63,324.02,120.14,236.25,149.77,362.24,232.58,1587.33,1354.12,1206.77,1190.27,100.92,102.68,1727.42,1730.88,65.23,417.17,527.39,530.86,92.09,92.46,142.38,257.61,268.02,94.56,610.67,623.35,62.61,69.21,1508.20,997.39,1006.90,453.96
16997,6997,1502.36,1490.83,346.35,348.26,64.92,65.43,472.43,476.72,1372.58,1370.64,400.92,307.66,121.20,279.54,149.38,395.45,201.17,1553.42,1341.14,1163.02,1160.01,93.66,104.04,1696.82,1688.55,67.03,390.61,508.80,500.87,82.45,91.81,126.71,259.48,269.72,99.35,603.14,600.51,54.07,59.57,1494.57,970.08,977.09,441.04
17011,7011,1447.48,1451.07,326.84,330.42,64.77,61.45,425.41,424.11,1328.09,1333.83,372.46,298.98,117.50,225.03,148.40,327.29,202.10,1501.50,1280.65,1138.28,1147.95,100.06,106.57,1632.30,1633.40,53.01,365.03,449.49,455.42,79.71,84.92,132.93,232.81,244.87,89.67,547.16,562.05,59.81,56.20,1429.14,893.61,900.30,479.29
17016,7016,1429.40,1424.10,349.39,352.35,81.95,78.22,505.08,515.52,1321.70,1322.97,373.88,267.43,111.01,255.07,142.22,344.24,196.08,1482.15,1299.76,1079.52,1091.71,80.30,88.04,1627.42,1629.94,61.04,344.22,496.94,487.94,86.42,85.01,127.44,266.92,279.96,96.21,612.19,615.01,60.88,54.36,1438.33,910.07,933.40,415.63
17017,7017,1483.50,1474.09,324.64,334.13,68.45,67.93,463.21,444.75,1351.72,1351.24,384.20,334.41,123.84,284.04,140.55,386.32,197.42,1540.27,1290.50,1160.48,1140.61,85.86,93.58,1647.31,1652.24,69.19,373.36,493.29,482.92,78.40,81.88,120.62,262.69,247.77,97.34,562.98,568.67,52.97,57.71,1462.72,945.75,934.82,454.22
