Subject Number,NL Subject,Acromial Ht Stand Lt (mm),Acromial Ht Stand Rt (mm),Acromion-Radiale Len Lt (mm),Acromion-Radiale Len Rt (mm),"Ankle Ht Lt (Malleolus, Lateral) (mm)","Ankle Ht Rt (Malleolus, Lateral) (mm)",Arm Inseam Lt (mm),Arm Inseam Rt (mm),Axilla Ht Lt (mm),Axilla Ht Rt (mm),Biacromial Brth (mm),Bicristale Brth (mm),Bigonial Brth (mm),Bispinous Brth (mm),Bitragion Brth (mm),Bitrochanteric Brth Stand (mm),Bustpoint Brth (mm),Cervicale Ht (mm),Chest Ht Stand (mm),Elbow Ht Stand Lt (mm),Elbow Ht Stand Rt (mm),Foot Brth Lt (mm),Foot Brth Rt (mm),Infraorbitale Ht Lt Stand (mm),Infraorbitale Ht Rt Stand (mm),Inter-pupillary Dst (mm),Interscye Dst Stand (mm),Knee Ht Stand Lt (mm),Knee Ht Stand Rt (mm),Malleolus Med Lt (mm),Malleolus Med Rt (mm),Neck Ht (mm),Radiale-Stylion Len Lt (mm),Radiale-Stylion Len Rt (mm),Sellion Supramenton (mm),Sleeve Outseam Len Lt (mm),Sleeve Outseam Len Rt (mm),Sphyrion Ht Lt (mm),Sphyrion Ht Rt (mm),Suprasternale Ht (mm),Trochanterion Ht Lt (mm),Trochanterion Ht Rt (mm),Waist Back (mm)
15362,5362,1367.61,1368.34,308.42,291.64,74.70,53.00,456.87,477.97,1277.41,1294.63,343.81,284.54,107.26,261.69,140.34,360.09,183.28,1387.09,1208.76,1083.05,1088.66,80.93,89.44,1510.13,1510.13,60.09,301.79,458.69,455.23,86.42,88.49,101.05,247.80,265.93,89.23,543.62,543.03,62.50,70.11,1326.53,857.55,855.79,367.92
15363,5363,1433.34,1428.58,320.52,328.06,72.09,76.28,458.10,462.81,1336.39,1348.40,408.47,275.13,107.83,224.01,143.78,360.51,180.04,1491.76,1260.46,1117.88,1128.84,99.21,96.85,1611.25,1610.33,57.37,395.35,476.80,487.20,79.27,84.30,124.88,251.13,243.22,90.28,558.78,559.41,51.67,51.93,1416.34,881.21,912.73,440.86
15365,5365,1390.53,1385.45,322.19,315.82,73.53,66.75,420.43,422.28,1263.68,1253.29,401.70,378.39,127.18,306.88,154.37,410.76,228.19,1457.47,1184.74,1072.11,1080.62,95.86,106.32,1568.67,1572.71,59.58,443.70,466.82,470.27,88.40,91.57,80.31,239.89,245.42,98.03,550.65,554.87,71.09,74.25,1371.78,876.06,863.04,464.63
15366,5366,1515.69,1505.02,364.19,354.19,69.53,66.65,471.58,478.09,1379.77,1378.43,385.27,373.83,143.43,270.85,156.36,384.86,245.45,1561.78,1321.07,1171.55,1150.32,97.81,100.19,1694.33,1688.60,75.91,400.90,501.77,508.71,83.41,90.84,105.31,253.68,265.81,85.45,621.63,619.50,58.59,71.26,1491.16,969.95,960.39,488.54
15368,5368,1371.42,1365.70,291.40,295.22,65.61,71.63,411.03,424.94,1257.79,1250.85,385.71,306.19,110.24,244.01,139.44,402.48,202.63,1432.40,1154.06,1079.05,1075.27,88.22,93.11,1528.18,1531.64,66.22,371.44,465.94,465.95,73.53,68.74,102.11,231.25,246.00,83.31,520.72,533.05,59.69,58.34,1372.29,843.94,863.97,420.12
15369,5369,1395.54,1378.95,333.93,307.48,75.04,72.91,437.05,442.46,1292.24,1285.76,392.95,329.02,119.44,297.19,,379.36,246.04,1447.48,1220.55,1085.83,1094.95,75.72,88.66,1560.93,1560.04,66.10,409.03,467.22,460.27,85.35,82.29,104.83,213.13,230.26,80.26,549.27,524.73,65.45,63.96,1379.92,867.97,888.29,401.84
15371,5371,1435.95,1438.23,342.67,338.82,82.22,69.92,430.95,436.04,1279.08,1296.36,418.71,373.93,123.38,254.39,151.38,372.87,251.15,1501.96,1247.70,1133.95,1141.55,102.35,103.19,1569.71,1569.34,51.10,442.23,494.17,487.22,78.81,81.27,104.66,258.92,265.91,99.74,603.12,600.23,57.34,60.50,1431.10,934.39,930.64,519.71
15372,5372,1454.60,1461.82,325.44,332.37,68.42,66.41,469.77,470.83,1343.43,1355.55,376.03,310.62,111.76,266.61,147.13,405.76,192.15,1509.25,1270.71,1144.49,1152.77,106.71,97.84,1633.25,1627.51,71.88,346.23,477.07,480.58,75.31,83.93,90.07,253.51,248.59,97.74,573.76,572.93,51.02,63.14,1426.59,910.46,913.01,427.02
15375,5375,1366.30,1350.55,275.58,285.55,66.88,64.56,416.32,429.99,1280.79,1269.19,396.47,267.95,107.99,195.32,141.93,360.93,182.79,1420.36,1242.64,1101.18,1066.98,98.23,92.43,1542.68,1540.59,55.09,359.60,450.48,450.48,76.73,81.42,137.85,230.82,236.78,80.44,490.77,498.00,55.92,60.63,1369.77,867.65,864.55,405.84
15376,5376,1488.16,1474.88,363.71,352.01,76.07,70.09,476.45,475.67,1351.32,1349.89,380.65,347.12,113.30,276.94,154.30,358.43,248.01,1553.00,1315.23,1147.99,1138.00,94.86,98.48,1655.88,1661.69,61.98,390.13,517.27,513.75,78.71,78.99,86.19,269.29,274.24,97.31,620.88,610.51,62.37,58.20,1464.28,976.63,984.01,415.12
15377,5377,1503.36,1498.67,334.55,335.62,74.21,74.53,461.13,462.61,1370.20,1372.92,392.42,329.60,123.02,258.07,152.74,342.64,208.61,1562.21,1338.92,1185.09,1202.70,107.12,103.68,1706.36,1709.84,74.39,390.39,516.15,519.60,84.47,86.61,120.72,256.83,257.38,98.95,589.09,595.43,60.32,62.36,1515.91,1048.68,1038.09,452.93
15378,5378,1324.43,1309.85,300.88,289.86,70.51,71.36,438.69,437.79,1227.84,1217.06,352.72,268.27,109.66,218.14,136.31,322.74,219.53,1358.05,1134.53,1032.75,1025.18,89.57,86.44,1491.33,1494.79,62.28,354.20,440.03,436.56,77.42,74.75,136.14,227.08,240.98,84.02,517.84,511.60,63.98,60.89,1307.71,840.34,845.98,394.95
15379,5379,1438.79,1435.58,332.77,341.47,78.38,72.31,446.06,458.67,1303.19,1311.95,410.65,324.17,119.25,280.80,144.57,362.52,225.99,1508.86,1227.18,1104.91,1099.81,89.73,99.21,1597.84,1605.38,57.52,440.31,486.97,483.55,91.64,77.05,111.95,254.78,251.55,99.43,592.11,591.99,70.84,59.31,1403.87,928.22,946.55,430.51
15380,5380,1491.62,1477.28,325.27,320.57,71.34,72.75,485.98,478.46,1395.84,1375.79,398.65,324.83,119.87,276.12,154.13,379.93,193.15,1543.95,1331.36,1179.32,1170.75,95.11,99.39,1645.50,1643.14,62.80,399.71,511.72,511.76,81.07,92.23,128.97,255.79,261.51,90.82,571.03,578.63,60.35,60.70,1473.43,945.04,951.67,426.28
15381,5381,1386.76,1384.34,317.10,319.24,71.96,63.32,445.22,435.81,1295.73,1295.19,391.67,292.25,103.25,275.23,140.81,354.50,196.02,1435.99,1205.63,1077.46,1087.28,89.29,96.32,1572.82,1569.36,58.13,362.37,459.17,452.25,83.03,78.98,112.22,227.07,218.21,100.22,539.56,539.52,62.02,66.85,1364.97,883.24,848.89,415.89
15384,5384,1348.67,1329.48,284.53,288.21,67.73,67.14,414.63,410.04,1249.52,1236.91,347.76,286.76,120.68,239.00,140.22,339.25,194.30,1392.33,1180.06,1062.01,1035.53,82.56,85.59,1519.54,1523.00,62.09,318.40,425.91,432.83,78.32,70.29,97.89,231.63,220.57,92.43,512.57,499.87,67.94,56.44,1325.54,860.80,850.78,397.36
15386,5386,1442.50,1419.17,310.80,321.57,64.13,74.15,442.36,441.89,1340.55,1315.21,387.90,285.30,110.25,240.64,,352.18,202.75,1488.84,1268.01,1140.73,1113.99,89.16,95.36,1604.03,1604.03,64.12,379.29,494.68,480.83,79.77,81.15,117.90,224.13,222.73,93.63,530.48,537.61,58.68,56.90,1437.80,921.38,911.66,429.70
15387,5387,1339.81,1339.75,295.01,307.13,69.29,47.49,437.18,452.34,1236.02,1237.12,360.46,289.86,121.33,226.08,154.60,358.21,192.24,1375.12,1177.37,1051.63,1053.74,93.32,98.82,1502.99,1502.99,68.29,364.84,453.74,446.81,66.97,64.47,90.92,243.73,247.80,93.73,530.56,538.61,48.97,43.70,1319.40,877.99,867.27,374.25
15389,5389,1350.31,1352.59,286.52,303.07,77.13,71.81,427.35,441.21,1251.48,1242.80,381.45,293.97,110.26,234.27,136.47,369.49,186.31,1396.29,1196.26,1073.04,1061.28,97.34,98.91,1513.96,1518.42,57.16,357.78,471.48,471.46,87.17,89.03,110.86,231.62,249.09,90.32,516.83,543.45,76.75,76.18,1324.46,900.87,863.09,388.14
15392,5392,1294.25,1332.19,292.96,290.20,65.99,66.52,372.83,376.39,1176.16,1204.88,401.97,366.79,133.72,299.37,156.65,433.89,242.48,1367.67,1140.66,1027.27,1046.25,96.82,100.66,1477.16,1480.15,67.15,420.56,435.90,442.81,72.01,75.25,118.21,192.38,223.04,97.33,483.29,508.32,58.17,62.22,1310.43,839.28,824.07,407.11
15393,5393,1386.73,1388.47,318.98,317.98,60.20,60.45,433.43,412.63,1295.65,1286.37,379.93,268.65,113.53,212.59,138.52,349.16,188.37,1469.59,1240.44,1074.20,1078.93,80.38,85.91,1566.08,1566.08,64.17,341.54,447.70,447.72,78.11,80.17,104.03,216.17,222.22,90.23,536.79,532.75,55.48,51.83,1396.40,879.62,862.07,419.41
15394,5394,1361.29,1347.30,306.12,304.52,71.97,76.19,405.31,401.28,1250.90,1232.91,378.91,373.12,141.15,332.95,161.07,413.73,264.04,1401.75,1156.47,1068.70,1045.66,101.53,94.39,1492.50,1489.04,66.17,432.77,438.64,438.68,81.17,81.03,90.54,200.76,220.37,97.08,517.59,525.11,67.29,62.45,1326.24,837.41,825.67,426.30
15396,5396,1484.88,1465.81,316.08,325.83,76.51,70.00,457.67,468.39,1399.45,1378.44,466.95,357.52,153.37,303.21,165.12,383.09,288.34,1576.33,1337.10,1185.42,1159.67,99.91,108.02,1683.76,1676.71,66.98,438.05,492.22,502.50,89.29,93.00,107.82,225.76,244.93,94.27,553.34,556.92,61.70,65.29,1482.84,916.55,931.21,487.39
15397,5397,1426.32,1430.13,306.48,332.57,63.28,65.87,411.94,439.08,1308.98,1304.91,456.72,372.59,135.87,312.66,158.73,405.84,196.49,1505.66,1189.47,1119.39,1100.95,101.38,100.13,1612.11,1608.65,78.10,463.38,463.09,466.55,78.40,82.55,115.69,225.10,234.72,90.73,534.23,561.70,67.81,65.23,1421.60,897.21,868.69,441.26
15399,5399,1324.41,1335.48,282.88,303.77,61.29,55.51,410.66,416.37,1234.24,1230.17,344.17,280.04,106.54,228.34,135.34,364.18,188.56,1368.28,1147.85,1062.47,1057.34,82.24,82.75,1510.17,1508.13,60.16,352.08,439.95,433.02,68.81,67.47,118.46,211.72,224.64,91.61,510.23,523.90,60.94,57.09,1307.23,839.29,807.59,384.28
15400,5400,1386.83,1377.79,302.04,301.28,81.76,74.46,423.15,430.34,1284.06,1273.44,380.01,325.81,131.27,273.26,153.10,399.63,206.27,1438.36,1211.10,1094.03,1073.30,97.93,105.21,1504.56,1509.02,62.16,387.34,452.20,458.11,86.64,94.34,125.72,225.02,243.68,109.51,514.92,522.93,67.81,80.01,1370.47,881.88,901.94,375.81
15401,5401,1345.55,1330.99,297.57,294.10,65.29,67.90,447.60,446.89,1254.83,1238.68,357.89,353.94,118.00,308.04,154.51,383.38,219.69,1379.68,1178.08,1075.54,1056.37,85.33,91.32,1486.22,1482.76,66.09,383.75,452.34,453.85,75.75,82.73,81.90,229.16,246.22,88.32,509.52,517.99,62.44,66.40,1322.42,873.97,845.71,352.81
15404,5404,1347.67,1328.13,300.88,281.37,60.66,66.47,418.98,420.70,1249.92,1232.76,372.99,339.63,118.27,278.03,145.19,390.19,229.19,1415.55,1181.49,1073.36,1066.33,87.14,85.34,1502.69,1507.14,59.91,366.68,449.05,458.48,74.88,78.17,114.53,213.21,238.13,82.29,525.98,514.15,52.53,56.86,1350.83,875.63,872.58,384.55
15408,5408,1430.94,1428.34,315.53,324.47,68.55,64.96,439.32,462.61,1323.65,1333.74,370.26,311.64,119.90,252.23,153.49,379.98,199.79,1470.89,1242.28,1124.22,1122.59,92.16,90.85,1582.23,1580.30,65.13,396.40,464.33,467.32,86.28,82.45,93.68,228.79,239.18,91.77,552.38,553.86,63.93,63.59,1390.24,877.36,873.08,427.28
15409,5409,1418.04,1423.11,335.41,333.49,59.71,59.31,456.12,451.82,1303.29,1310.07,409.34,356.05,126.32,271.70,152.64,362.70,228.03,1492.66,1261.33,1102.19,1109.64,102.49,106.26,1615.24,1615.21,64.45,397.80,469.87,478.23,88.88,88.19,140.94,245.39,239.52,94.93,567.59,563.80,70.49,70.40,1411.30,875.14,869.52,485.38
15411,5411,1402.91,1375.41,330.68,306.53,57.73,67.26,458.37,475.00,1303.65,1292.39,396.82,331.61,132.37,255.85,144.95,383.51,239.14,1475.18,1203.89,1087.38,1074.10,90.63,95.38,1558.70,1553.77,70.20,406.69,473.10,474.11,84.80,85.50,118.36,233.86,257.95,91.58,575.13,539.14,67.49,67.72,1386.51,853.44,844.46,471.20
15413,5413,1421.78,1429.62,335.51,331.69,68.28,69.16,435.65,478.80,1307.40,1321.84,389.64,407.82,138.82,353.27,150.02,466.08,247.75,1477.07,1213.09,1104.74,1130.34,99.85,104.24,1594.19,1594.19,72.09,430.99,488.73,485.21,82.41,80.97,111.19,237.81,249.65,90.43,573.52,579.54,53.91,49.80,1427.93,878.60,890.05,393.22
15417,5417,1429.99,1412.48,315.22,309.16,65.01,71.43,420.20,431.32,1319.62,1311.62,424.07,,137.46,279.96,163.76,398.69,268.68,1478.10,1247.06,1132.78,1121.94,116.25,117.87,1616.64,1621.01,67.84,429.49,476.95,473.53,87.40,95.04,120.76,229.06,247.75,93.38,539.48,541.05,74.23,74.25,1430.78,882.41,871.51,495.24
15418,5418,1449.25,1456.89,323.78,331.68,69.94,67.19,446.22,457.17,1327.50,1333.14,407.43,345.10,122.54,312.32,147.37,390.49,222.26,1509.36,1282.71,1126.09,1136.07,102.25,106.16,1628.58,1629.13,62.58,393.17,480.57,477.11,79.80,87.55,108.81,248.08,254.13,93.59,554.90,569.71,58.94,62.22,1435.18,892.39,916.68,454.93
15419,5419,,,,,,,,381.97,,1154.55,,,,,,,249.85,,1088.31,,,,,1435.88,1432.87,59.41,,,,,,,,,86.81,,,,,1255.33,,773.34,
15423,5423,1493.21,1500.23,306.22,320.25,67.81,77.83,465.04,452.00,1398.05,1390.16,386.39,299.36,101.74,248.33,147.89,356.67,190.78,1537.48,1332.41,1178.95,1174.50,107.95,104.48,1687.80,1685.76,64.42,383.67,501.74,498.29,88.04,85.94,123.64,247.79,249.14,95.05,546.59,552.81,60.35,61.69,1474.46,932.73,903.92,425.61
15426,5426,1430.96,1430.31,324.76,341.20,69.82,75.95,433.05,438.92,1302.07,1302.92,396.30,341.08,124.45,259.22,153.19,350.24,225.85,1499.10,1240.96,1143.45,1127.63,102.39,107.58,1635.79,1632.28,66.72,375.10,487.71,491.15,85.03,91.91,142.58,240.47,244.09,104.03,567.58,585.52,55.25,67.92,1434.85,952.45,941.79,480.50
15427,5427,1366.61,1386.04,313.79,331.75,57.41,60.10,437.27,436.60,1263.08,1271.29,380.29,261.72,109.76,261.84,137.15,378.67,166.23,1449.30,1197.12,1066.49,1079.53,104.18,93.92,1578.19,1578.19,60.11,340.64,448.21,455.17,72.67,74.42,123.55,223.40,229.01,93.55,533.85,553.25,55.51,54.76,1377.30,899.72,889.84,409.09
15428,5428,1319.01,1319.31,292.84,290.61,62.88,71.72,455.29,454.13,1232.33,1232.00,360.87,297.00,116.79,217.87,141.95,342.62,216.10,1370.05,1172.98,1033.24,1029.96,103.36,102.47,1467.77,1471.24,70.12,320.62,455.44,455.47,74.78,76.74,,256.73,259.04,92.09,530.24,534.17,54.90,61.80,1311.90,865.60,866.08,401.87
15429,5429,1308.09,1301.70,306.32,301.02,64.74,78.23,433.17,444.44,1213.30,1221.91,367.07,293.79,103.54,240.16,143.68,348.51,192.24,1376.13,1198.81,1018.61,1022.58,94.11,90.20,1534.72,1527.83,59.10,339.88,444.30,454.67,80.23,84.31,68.32,221.75,224.48,94.37,531.56,527.25,63.33,70.45,1329.29,870.10,863.52,353.73
15433,5433,1546.12,1547.69,354.71,358.35,69.06,62.28,507.65,504.89,1446.74,1447.40,373.58,331.20,117.84,233.98,140.26,404.98,170.24,1593.55,1388.08,1227.37,1230.76,96.04,93.15,1699.85,1696.39,66.19,358.59,509.52,513.00,82.90,91.89,136.89,244.24,251.17,88.83,609.76,598.40,65.59,67.64,1526.67,984.80,973.16,454.45
15434,5434,1475.93,1471.24,341.11,324.68,71.86,71.52,472.22,464.42,1379.91,1365.03,371.36,290.97,121.31,256.05,148.98,346.97,217.61,1532.93,1295.82,1151.24,1156.35,101.66,97.51,1649.35,1642.43,68.51,344.16,507.67,504.24,84.89,80.39,61.01,240.48,267.89,115.44,569.16,546.42,70.97,63.07,1451.91,939.69,944.73,455.58
15435,5435,1423.14,1445.87,294.54,309.34,69.27,62.49,429.69,449.61,1336.69,1357.59,381.76,316.19,115.38,270.52,143.05,376.00,202.48,1479.00,1278.91,1131.76,1157.95,101.19,93.46,1601.09,1601.10,68.00,313.07,464.15,467.62,85.82,91.79,128.20,223.66,231.82,90.78,518.60,541.54,61.60,67.53,1410.62,841.10,860.71,436.64
15440,5440,1345.08,1338.83,281.71,286.97,60.85,67.97,376.47,349.90,1232.68,1205.37,418.19,386.49,141.04,391.19,153.46,426.55,246.55,1398.63,1170.34,1065.03,1059.95,96.88,101.16,1516.80,1513.34,66.22,484.23,428.30,435.21,83.62,78.50,72.77,222.90,223.15,85.43,505.82,492.25,56.41,50.79,1319.35,795.37,788.36,399.24
15441,5441,1544.09,1512.01,344.14,332.89,79.38,80.98,474.54,487.71,1434.54,1409.86,378.01,300.90,106.76,248.40,147.80,355.42,205.83,1564.40,1330.64,1218.41,1184.29,110.85,104.23,1690.70,1694.26,70.18,333.15,511.43,504.50,93.40,96.85,102.26,249.51,267.22,93.99,583.36,588.05,79.72,82.99,1503.78,959.45,969.37,426.39
15443,5443,1352.22,1337.84,295.46,298.95,66.49,70.17,419.46,421.41,1242.01,1241.87,375.98,310.64,111.19,242.34,140.53,364.35,194.03,1388.03,1193.85,1064.09,1063.25,98.39,91.66,1523.63,1522.95,70.34,386.16,435.51,438.94,75.58,82.12,111.50,226.83,220.83,93.82,519.66,523.41,57.17,56.59,1342.83,826.81,831.93,396.38
15444,5444,1349.43,1353.80,310.53,312.29,66.96,68.61,440.03,447.24,1241.01,1245.76,344.68,300.12,110.99,274.22,144.58,378.67,228.34,1391.32,1179.38,1073.92,1056.09,103.70,101.55,1525.21,1522.34,56.71,365.85,462.95,459.48,78.06,71.54,99.17,234.59,245.81,95.62,544.75,547.25,60.74,64.60,1331.83,879.31,881.55,363.77
15445,5445,1348.18,1328.51,309.21,306.61,76.61,60.47,425.84,439.67,1248.03,1238.24,376.80,314.58,117.08,244.31,143.19,388.44,208.49,1408.00,1181.75,1046.07,1041.47,98.39,94.11,1535.53,1535.53,64.00,389.04,441.55,448.47,83.29,91.41,132.21,226.88,242.82,90.47,539.15,538.70,58.56,63.70,1341.54,850.23,849.00,398.80
15446,5446,1444.68,1430.07,342.88,332.80,74.59,65.49,429.99,462.55,1319.50,1321.00,388.77,333.08,104.38,254.58,150.83,386.56,236.41,1498.71,1247.02,1113.49,1104.61,100.26,98.35,1621.18,1621.18,64.02,410.96,487.25,483.80,83.66,87.55,85.41,229.61,259.62,84.41,575.82,568.56,62.79,67.79,1423.74,934.75,932.90,437.42
15447,5447,1335.56,1339.54,307.68,302.38,65.15,56.77,437.40,423.50,1239.18,1221.19,381.11,310.02,110.48,286.34,147.73,363.61,186.07,1397.42,1176.82,1052.60,1041.48,96.50,96.33,1555.01,1554.28,59.84,328.48,451.75,455.19,82.98,78.56,63.53,220.12,234.36,96.74,524.76,523.23,69.03,68.17,1325.75,881.94,867.85,405.42
15448,5448,1449.41,1445.94,337.21,335.40,67.41,73.13,488.54,474.05,1340.47,1331.18,370.89,296.11,104.83,218.65,142.16,367.41,192.55,1479.49,1279.69,1115.53,1116.57,93.52,100.41,1662.42,1660.70,52.14,344.51,481.87,481.85,82.75,83.22,106.75,260.95,263.04,100.47,589.31,589.34,68.91,58.97,1421.73,955.38,930.47,408.23
15449,5449,1374.91,1357.66,297.31,293.58,71.26,66.00,428.43,429.62,1279.72,1265.53,398.12,312.21,119.51,280.17,155.28,358.69,236.76,1440.02,1203.62,1095.79,1079.80,111.75,100.71,1548.87,1550.12,64.20,374.16,466.66,470.12,94.99,94.52,70.35,236.00,239.33,100.79,528.93,529.05,77.10,73.74,1356.13,858.97,813.30,436.71
15451,5451,1609.21,1601.89,364.50,370.99,85.25,84.14,522.93,534.19,1489.03,1483.92,436.43,378.25,118.40,262.23,155.60,373.24,242.78,1685.50,1426.71,1255.16,1244.37,109.38,111.97,1790.64,1787.18,74.11,387.28,545.93,549.42,94.23,95.85,121.99,280.92,297.72,100.89,634.50,647.33,77.51,78.53,1582.80,1046.29,1051.21,551.13
15453,5453,1537.08,1529.08,345.93,373.20,85.00,85.42,481.69,508.52,1429.39,1415.46,394.10,321.66,124.06,264.97,154.52,348.43,222.59,1576.21,1360.44,1192.98,1178.68,101.97,104.09,1734.94,1741.32,65.28,344.29,540.45,554.32,87.97,99.48,111.23,247.05,257.37,125.72,591.17,631.76,67.22,75.23,1513.03,1004.81,990.07,412.46
15456,5456,1424.59,1428.04,329.09,333.06,72.85,68.60,421.26,447.59,1296.37,1327.83,411.49,426.06,144.77,321.68,158.66,413.91,254.05,1478.32,1238.77,1111.54,1122.33,113.18,103.13,1624.44,1623.16,69.95,420.04,466.82,466.79,84.43,88.12,118.58,227.73,238.22,94.43,571.13,577.23,57.68,60.41,1429.19,848.19,842.95,458.17
15457,5457,1479.06,1469.78,335.17,322.71,72.10,72.11,474.32,476.21,1356.98,1361.43,379.91,313.68,112.83,250.08,140.64,359.55,224.47,1508.78,1279.95,1177.66,1169.59,101.97,96.85,1625.17,1622.98,69.75,384.25,490.40,493.86,84.61,89.94,125.26,264.55,263.90,88.00,599.19,577.74,64.80,61.35,1425.55,976.32,970.88,412.36
15460,5460,1404.60,1393.14,316.02,301.69,58.79,56.30,459.47,459.94,1322.89,1308.92,411.97,287.31,114.68,224.24,148.03,347.26,192.98,1482.07,1274.74,1092.45,1091.61,99.09,99.07,1589.98,1589.98,64.10,350.21,481.06,484.56,75.52,80.18,139.09,229.56,255.26,97.32,537.39,536.76,45.11,49.00,1420.28,928.19,949.96,441.45
15462,5462,1569.48,1541.49,365.75,352.56,87.02,76.51,479.38,496.61,1420.87,1430.87,466.43,433.10,149.84,345.68,162.53,427.96,262.05,1613.66,1384.07,1221.46,1209.39,119.21,119.79,1736.37,1734.14,73.79,446.68,550.13,546.65,89.20,99.06,116.11,274.03,268.58,104.52,625.07,614.35,64.90,71.35,1543.64,974.77,937.26,524.00
15464,5464,1463.67,1476.55,348.29,341.45,73.02,72.13,500.98,491.37,1359.21,1372.52,341.29,281.69,111.22,252.00,144.10,334.02,194.39,1497.96,1307.51,1129.70,1154.84,93.84,96.65,1653.91,1650.40,60.09,347.46,483.05,489.98,90.28,84.52,101.25,268.52,262.86,111.26,609.15,582.02,63.73,65.95,1428.76,917.32,941.51,456.29
15465,5465,1540.30,1545.51,345.32,348.35,81.42,83.68,469.88,487.88,1410.07,1420.07,446.23,349.04,134.95,348.31,156.86,383.19,208.67,1630.02,1378.73,1206.41,1211.67,112.17,110.26,1753.99,1752.86,71.18,428.01,524.99,528.47,91.15,92.16,94.29,259.94,271.93,103.97,606.08,606.83,71.27,70.53,1545.02,1005.17,1017.07,507.61
15466,5466,1425.15,1422.42,315.20,325.50,62.31,68.00,453.67,459.03,1335.80,1332.58,400.51,317.26,120.41,265.30,142.30,393.21,206.40,1492.67,1256.39,1120.14,1114.28,96.52,93.31,1606.27,1602.80,70.30,376.08,460.44,470.84,80.58,84.96,125.83,231.33,232.86,90.33,552.76,555.18,57.62,60.70,1422.69,896.20,896.51,426.13
15467,5467,1323.60,1287.64,296.66,287.11,70.19,67.19,385.08,385.37,1223.33,1199.34,359.46,349.68,112.27,296.59,146.01,362.46,244.86,1355.88,1138.88,1040.70,1022.62,96.80,96.97,1482.11,1482.10,72.04,363.92,420.50,427.40,84.09,80.54,97.58,205.04,214.77,101.36,497.19,477.27,70.10,70.15,1298.49,809.12,817.20,399.19
15468,5468,1361.58,1361.03,296.38,300.48,70.75,72.38,436.39,438.53,1256.20,1260.31,395.90,352.63,121.84,292.17,146.07,382.32,192.15,1437.08,1207.92,1071.72,1062.95,92.01,102.83,1550.88,1540.49,59.12,378.00,449.90,456.81,83.04,87.91,97.34,238.41,239.86,87.32,521.05,525.74,65.08,63.19,1353.45,865.34,882.66,378.95
15469,5469,1618.16,1608.88,373.89,368.35,73.13,73.99,519.09,507.34,1485.65,1481.77,441.26,339.48,141.37,262.97,156.97,404.31,253.28,1694.04,1406.33,1255.21,1257.86,113.58,111.59,1795.44,1797.96,77.96,412.63,554.37,554.31,93.25,96.38,121.58,288.08,278.57,100.80,651.28,633.67,62.02,68.67,1586.66,1071.12,1063.71,554.72
15470,5470,1469.65,1466.33,326.41,334.60,66.04,67.28,458.25,464.69,1373.41,1365.85,398.84,296.47,107.43,252.20,144.38,383.43,208.22,1502.16,1301.38,1152.20,1146.17,101.78,96.75,1633.94,1633.94,64.01,392.81,476.84,480.28,82.95,83.39,128.38,234.94,243.28,86.30,547.76,556.88,69.09,69.53,1439.96,938.15,914.42,406.36
15471,5471,1401.32,1389.27,302.26,285.22,64.33,66.74,399.50,395.61,1280.56,1268.58,385.79,332.07,120.60,282.95,144.48,422.01,222.26,1459.68,1173.52,1104.55,1106.90,111.83,106.16,1564.97,1564.97,68.14,418.27,451.69,455.16,76.51,77.36,85.18,229.42,249.75,93.57,539.79,518.82,59.20,60.04,1370.99,875.16,880.57,448.15
15473,5473,1417.06,1391.25,310.91,312.26,71.15,73.04,447.97,432.98,1319.86,1284.38,388.52,301.02,108.35,224.10,144.14,378.56,172.09,1467.41,1253.93,1111.90,1097.94,95.08,89.71,1610.79,1607.32,66.28,402.87,459.37,455.93,89.05,90.60,140.96,229.16,234.77,93.98,538.34,535.73,68.27,67.81,1402.98,901.87,917.61,402.01
15476,5476,1326.59,1308.52,288.84,297.21,54.66,63.07,413.32,422.90,1235.02,1214.78,358.85,272.74,102.76,227.55,134.82,339.53,192.51,1352.45,1148.71,1056.29,1023.73,97.22,91.99,1450.07,1450.07,68.07,371.37,438.00,434.53,79.16,82.95,102.47,212.85,228.59,99.29,505.23,522.69,54.84,61.11,1283.86,843.64,828.53,371.00
15478,5478,1324.83,1319.21,302.38,302.03,69.35,65.66,443.09,448.25,1246.25,1243.61,375.69,286.56,115.62,226.31,143.83,359.69,176.19,1379.02,1187.60,1025.75,1012.62,89.62,90.55,1475.12,1475.12,68.14,340.74,436.84,436.83,82.38,81.29,112.03,228.85,240.76,87.24,527.35,516.97,68.53,70.89,1315.79,838.45,848.50,414.66
15479,5479,1223.40,1226.07,256.54,257.11,70.12,50.99,387.22,391.99,1138.19,1141.95,364.40,281.99,102.51,278.08,135.64,362.81,158.07,1285.48,1078.93,968.28,995.42,97.67,92.96,1408.93,1401.54,56.27,348.10,413.57,413.56,68.28,75.39,74.06,219.41,227.74,82.79,481.11,479.60,50.98,54.60,1217.84,793.15,777.86,339.58
15480,5480,1326.18,1332.04,300.01,286.86,64.92,69.48,405.44,379.55,1208.03,1223.08,374.10,276.55,107.66,271.27,141.92,409.00,212.53,1381.86,1129.42,1036.38,1054.73,93.05,92.99,1513.96,1514.01,62.85,374.97,443.19,436.22,74.97,76.41,118.94,226.28,212.86,100.62,504.73,483.68,50.69,59.08,1319.98,844.67,850.50,407.87
