Subject Number,NL Subject,Gender,"Acromial Height, Sitting (mm)",Ankle Circumference (mm),Spine-to-Shoulder (mm),Spine-to-Elbow (mm),Arm Length (Spine to Wrist) (mm),Arm Length (Shoulder to Wrist) (mm),Arm Length (Shoulder to Elbow) (mm),Armscye Circumference (Scye Circ Over Acromion) (mm),Bizygomatic Breadth (mm),Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Buttock-Knee Length (mm),Chest Girth (Chest Circumference at Scye) (mm),Crotch Height (mm),"Elbow Height, Sitting (mm)","Eye Height, Sitting (mm)",Face Length (mm),Foot Length (mm),Hand Circumference (mm),Hand Length (mm),Head Breadth (mm),Head Circumference (mm),Head Length (mm),"Hip Breadth, Sitting (mm)","Hip Circumference, Maximum (mm)",Hip Circ Max Height (mm),Knee Height (mm),Neck Base Circumference (mm),Shoulder Breadth (mm),Sitting Height (mm),Stature (mm),Subscapular Skinfold (mm),Thigh Circumference (mm),Thigh Circumference Max Sitting (mm),Thumb Tip Reach (mm),TTR 1 (mm),TTR 2 (mm),TTR 3 (mm),Triceps Skinfold (mm),Total Crotch Length (Crotch Length) (mm),Vertical Trunk Circumference (mm),"Waist Circumference, Pref (mm)",Waist Front Length (mm),"Waist Height, Preferred (mm)",Weight (kg)
14003,4003,Male,624.00,266.00,222.00,590.00,873.00,651.00,368.00,460.00,133.00,1062.00,,644.00,1071.00,851.00,244.00,832.00,121.00,256.00,224.00,203.00,151.00,575.00,202.00,376.00,1037.00,874.00,553.00,507.00,465.00,922.00,1772.00,16.80,623.00,622.00,828.00,816.00,830.00,838.00,11.60,622.00,1728.00,1060.00,504.00,1013.00,91.50
14006,4006,Male,630.00,261.00,202.00,560.00,837.00,635.00,358.00,461.00,138.00,1042.00,,622.00,1073.00,812.00,236.00,796.00,117.00,256.00,224.00,191.00,147.00,560.00,193.00,368.00,955.00,857.00,566.00,486.00,457.00,914.00,1782.00,17.00,572.00,580.00,824.67,837.00,808.00,829.00,8.00,635.00,1727.00,920.00,455.00,1062.00,80.30
14007,4007,Male,640.00,273.00,208.00,565.00,845.00,637.00,357.00,456.00,136.00,992.00,,635.00,991.00,876.00,257.00,840.00,131.00,263.00,225.00,207.00,153.00,580.00,202.00,373.00,1000.00,910.00,574.00,490.00,445.00,945.00,1810.00,13.60,586.00,582.00,807.33,824.00,798.00,800.00,12.50,704.00,1734.00,929.00,419.00,1083.00,81.40
14009,4009,Male,604.00,255.00,223.00,574.00,834.00,611.00,351.00,478.00,145.00,1031.00,,610.00,1042.00,764.00,251.00,781.00,111.00,248.00,211.00,193.00,153.00,564.00,190.00,364.00,1004.00,792.00,521.00,496.00,493.00,891.00,1687.00,13.20,594.00,560.00,779.67,783.00,774.00,782.00,8.60,624.00,1635.00,904.00,432.00,975.00,78.00
14010,4010,Male,609.00,263.00,227.00,595.00,895.00,668.00,368.00,456.00,130.00,1089.00,,640.00,1026.00,844.00,224.00,812.00,125.00,270.00,237.00,200.00,145.00,571.00,203.00,395.00,1016.00,919.00,578.00,524.00,485.00,949.00,1848.00,20.40,563.00,579.00,874.00,868.00,868.00,886.00,6.70,786.00,1758.00,1052.00,366.00,1155.00,85.50
14012,4012,Male,688.00,240.00,232.00,631.00,945.00,713.00,399.00,500.00,152.00,1027.00,,675.00,1042.00,910.00,276.00,865.00,133.00,280.00,241.00,212.00,159.00,611.00,209.00,421.00,1125.00,888.00,594.00,545.00,,986.00,1927.00,15.50,669.00,649.00,891.33,894.00,890.00,890.00,15.30,695.00,1673.00,976.00,476.00,1126.00,100.70
14013,4013,Male,661.00,270.00,209.00,555.00,826.00,617.00,346.00,518.00,144.00,1195.00,,639.00,1156.00,770.00,300.00,812.00,125.00,264.00,215.00,194.00,156.00,575.00,200.00,414.00,1065.00,850.00,543.00,496.00,540.00,918.00,1725.00,29.00,602.00,590.00,806.33,805.00,812.00,802.00,15.00,650.00,1816.00,1082.00,530.00,1005.00,98.80
14014,4014,Male,665.00,273.00,225.00,617.00,900.00,675.00,392.00,470.00,145.00,1162.00,,688.00,1155.00,917.00,258.00,846.00,135.00,290.00,240.00,220.00,159.00,589.00,204.00,427.00,1140.00,940.00,611.00,479.00,493.00,963.00,1933.00,13.00,649.00,671.00,892.00,889.00,888.00,899.00,17.00,625.00,1890.00,1112.00,555.00,1070.00,107.00
14015,4015,Male,634.00,270.00,210.00,610.00,910.00,700.00,400.00,480.00,141.00,1059.00,,680.00,1077.00,892.00,217.00,824.00,134.00,265.00,219.00,210.00,147.00,574.00,205.00,370.00,1035.00,936.00,584.00,537.00,475.00,938.00,1851.00,15.80,569.00,576.00,848.33,843.00,849.00,853.00,5.60,675.00,1724.00,972.00,405.00,1130.00,87.50
14018,4018,Male,622.00,251.00,230.00,605.00,890.00,660.00,375.00,455.00,142.00,932.00,,625.00,960.00,843.00,239.00,832.00,123.00,263.00,220.00,207.00,145.00,548.00,190.00,360.00,947.00,865.00,560.00,465.00,477.00,940.00,1813.00,7.00,522.00,532.00,824.33,814.00,819.00,840.00,3.00,633.00,1718.00,790.00,430.00,1063.00,71.50
14019,4019,Male,631.00,279.00,224.00,575.00,860.00,636.00,351.00,456.00,149.00,984.00,,615.00,995.00,860.00,262.00,841.00,122.00,254.00,224.00,197.00,166.00,583.00,193.00,362.00,1000.00,904.00,563.00,480.00,470.00,976.00,1808.00,13.00,568.00,566.00,828.33,835.00,827.00,823.00,4.40,663.00,1769.00,915.00,482.00,1080.00,81.30
14020,4020,Male,641.00,261.00,215.00,584.00,868.00,653.00,369.00,460.00,141.00,1084.00,,638.00,1109.00,858.00,253.00,784.00,120.00,259.00,218.00,209.00,154.00,573.00,201.00,348.00,994.00,916.00,573.00,518.00,488.00,912.00,1809.00,12.80,564.00,563.00,842.33,849.00,838.00,840.00,3.80,618.00,1763.00,939.00,468.00,1060.00,86.30
14022,4022,Male,600.00,248.00,235.00,570.00,832.00,597.00,335.00,440.00,126.00,1059.00,,636.00,1012.00,801.00,231.00,779.00,119.00,253.00,213.00,201.00,155.00,576.00,196.00,366.00,994.00,842.00,529.00,485.00,444.00,894.00,1724.00,21.80,518.00,552.00,774.00,772.00,781.00,769.00,8.40,620.00,1722.00,917.00,500.00,996.00,89.00
14023,4023,Male,623.00,284.00,230.00,578.00,858.00,628.00,348.00,479.00,143.00,1081.00,,617.00,1061.00,760.00,266.00,803.00,115.00,249.00,228.00,195.00,154.00,564.00,194.00,372.00,1045.00,790.00,527.00,523.00,507.00,912.00,1719.00,18.40,589.00,596.00,783.67,777.00,790.00,784.00,7.20,670.00,1803.00,997.00,478.00,970.00,91.30
14026,4026,Male,682.00,250.00,197.00,580.00,877.00,680.00,383.00,481.00,137.00,1042.00,,630.00,1041.00,847.00,283.00,838.00,137.00,271.00,221.00,206.00,161.00,579.00,198.00,364.00,1021.00,903.00,546.00,511.00,492.00,962.00,1826.00,18.00,568.00,577.00,837.33,821.00,845.00,846.00,15.80,655.00,1827.00,928.00,502.00,1058.00,81.00
14028,4028,Male,674.00,277.00,212.00,592.00,860.00,648.00,380.00,483.00,141.00,1096.00,,655.00,1079.00,824.00,286.00,874.00,133.00,272.00,222.00,207.00,148.00,583.00,205.00,397.00,1103.00,891.00,574.00,494.00,490.00,987.00,1840.00,23.60,637.00,625.00,821.67,826.00,820.00,819.00,11.80,658.00,1818.00,998.00,560.00,1040.00,98.20
14030,4030,Male,591.00,263.00,195.00,550.00,825.00,630.00,355.00,441.00,118.00,1008.00,,577.00,1017.00,767.00,227.00,816.00,129.00,258.00,223.00,195.00,147.00,575.00,209.00,371.00,995.00,823.00,523.00,451.00,453.00,903.00,1717.00,14.00,543.00,554.00,785.33,780.00,785.00,791.00,8.80,630.00,1623.00,844.00,418.00,1008.00,74.40
14031,4031,Male,650.00,274.00,237.00,630.00,938.00,701.00,393.00,,147.00,994.00,,682.00,1032.00,905.00,256.00,878.00,117.00,291.00,233.00,218.00,156.00,,202.00,396.00,1040.00,918.00,587.00,518.00,492.00,990.00,1913.00,14.60,569.00,580.00,840.67,841.00,838.00,843.00,6.80,732.00,1817.00,923.00,451.00,1160.00,90.40
14032,4032,Male,682.00,261.00,197.00,590.00,876.00,679.00,393.00,438.00,139.00,944.00,,652.00,970.00,859.00,279.00,852.00,121.00,280.00,221.00,205.00,150.00,547.00,190.00,367.00,999.00,936.00,559.00,451.00,459.00,970.00,1855.00,17.30,536.00,533.00,833.00,834.00,825.00,840.00,7.60,715.00,1816.00,957.00,439.00,1117.00,77.20
14033,4033,Male,608.00,259.00,205.00,552.00,842.00,637.00,347.00,418.00,142.00,949.00,,622.00,957.00,818.00,233.00,813.00,121.00,269.00,223.00,210.00,149.00,563.00,195.00,,956.00,899.00,559.00,480.00,461.00,934.00,1785.00,13.60,551.00,553.00,841.00,835.00,843.00,845.00,12.00,652.00,1683.00,835.00,417.00,1037.00,69.80
14035,4035,Male,642.00,278.00,238.00,600.00,865.00,627.00,362.00,471.00,140.00,1026.00,,639.00,1064.00,862.00,268.00,852.00,117.00,268.00,239.00,214.00,158.00,568.00,192.00,375.00,1071.00,897.00,580.00,543.00,486.00,972.00,1869.00,12.00,607.00,601.00,872.00,839.00,835.00,942.00,7.20,670.00,1842.00,930.00,472.00,1097.00,89.00
14036,4036,Male,648.00,268.00,232.00,599.00,870.00,638.00,367.00,450.00,147.00,1116.00,,649.00,1113.00,848.00,271.00,831.00,129.00,269.00,234.00,205.00,155.00,582.00,202.00,400.00,1002.00,855.00,563.00,507.00,477.00,950.00,1812.00,22.30,542.00,568.00,851.33,832.00,861.00,861.00,10.50,705.00,1768.00,950.00,445.00,1074.00,90.40
14037,4037,Male,672.00,268.00,218.00,580.00,887.00,669.00,362.00,462.00,151.00,1019.00,,639.00,1042.00,889.00,302.00,846.00,125.00,281.00,220.00,203.00,165.00,588.00,191.00,401.00,1066.00,918.00,569.00,490.00,478.00,977.00,1875.00,31.20,613.00,606.00,814.67,819.00,811.00,814.00,27.20,720.00,1841.00,927.00,472.00,1104.00,91.70
14040,4040,Male,656.00,257.00,220.00,600.00,907.00,687.00,380.00,439.00,146.00,948.00,,657.00,959.00,871.00,263.00,873.00,132.00,277.00,221.00,204.00,159.00,602.00,205.00,366.00,977.00,892.00,530.00,466.00,468.00,981.00,1860.00,10.20,533.00,550.00,866.67,843.00,878.00,879.00,6.80,702.00,1765.00,844.00,440.00,1077.00,75.80
14041,4041,Male,643.00,263.00,245.00,602.00,897.00,652.00,357.00,495.00,139.00,1293.00,,648.00,1254.00,788.00,253.00,831.00,120.00,270.00,231.00,210.00,159.00,579.00,200.00,419.00,1139.00,874.00,540.00,518.00,557.00,971.00,1795.00,34.10,625.00,634.00,897.67,878.00,903.00,912.00,13.20,607.00,1878.00,1045.00,621.00,954.00,108.00
14042,4042,Male,588.00,260.00,212.00,600.00,873.00,661.00,388.00,486.00,146.00,1186.00,,691.00,1149.00,889.00,205.00,756.00,131.00,270.00,230.00,205.00,152.00,605.00,210.00,414.00,1035.00,895.00,583.00,495.00,472.00,874.00,1772.00,26.20,567.00,570.00,847.67,852.00,854.00,837.00,8.80,591.00,1702.00,1009.00,500.00,1035.00,92.60
14043,4043,Male,682.00,289.00,203.00,617.00,907.00,704.00,414.00,477.00,142.00,993.00,,701.00,1050.00,,270.00,880.00,126.00,278.00,225.00,209.00,150.00,582.00,210.00,387.00,1045.00,989.00,605.00,489.00,489.00,1012.00,1808.00,16.60,580.00,587.00,887.67,884.00,891.00,888.00,8.80,677.00,1835.00,926.00,503.00,1178.00,93.40
14044,4044,Male,610.00,289.00,222.00,585.00,880.00,658.00,363.00,490.00,150.00,1115.00,,703.00,1093.00,897.00,234.00,818.00,121.00,295.00,240.00,218.00,162.00,587.00,193.00,458.00,1209.00,933.00,594.00,514.00,477.00,971.00,1904.00,22.40,732.00,728.00,883.33,878.00,896.00,876.00,15.00,787.00,1882.00,1150.00,437.00,1195.00,117.00
14045,4045,Male,648.00,298.00,236.00,586.00,880.00,644.00,350.00,456.00,136.00,1043.00,,631.00,1064.00,857.00,295.00,852.00,125.00,268.00,234.00,202.00,155.00,572.00,198.00,,1010.00,872.00,574.00,514.00,483.00,961.00,1835.00,11.90,629.00,600.00,841.33,815.00,868.00,841.00,9.90,635.00,1740.00,941.00,467.00,1074.00,86.10
14047,4047,Female,619.00,281.00,193.00,556.00,863.00,670.00,363.00,481.00,136.00,1123.00,895.00,668.00,1032.00,889.00,233.00,802.00,119.00,263.00,204.00,203.00,144.00,570.00,201.00,430.00,1126.00,809.00,564.00,495.00,464.00,923.00,1812.00,26.90,649.00,629.00,833.67,832.00,835.00,834.00,17.30,713.00,1668.00,881.00,336.00,1148.00,87.80
15085,5085,Female,579.00,256.00,218.00,546.00,810.00,592.00,328.00,399.00,134.00,930.00,805.00,622.00,911.00,823.00,218.00,788.00,114.00,260.00,208.00,194.00,153.00,586.00,185.00,441.00,1086.00,833.00,524.00,418.00,446.00,915.00,1729.00,19.00,666.00,634.00,771.67,778.00,766.00,771.00,21.20,690.00,1631.00,913.00,395.00,1047.00,78.20
15094,5094,Female,562.00,246.00,185.00,515.00,760.00,575.00,330.00,493.00,148.00,1122.00,894.00,646.00,1016.00,783.00,203.00,741.00,112.00,254.00,195.00,190.00,159.00,560.00,184.00,440.00,1114.00,812.00,520.00,420.00,405.00,843.00,1653.00,38.20,608.00,627.00,801.67,790.00,811.00,804.00,23.20,712.00,1611.00,905.00,380.00,1029.00,78.20
15120,5120,Female,526.00,212.00,180.00,490.00,759.00,579.00,310.00,377.00,127.00,888.00,725.00,545.00,853.00,726.00,204.00,723.00,116.00,221.00,170.00,170.00,142.00,538.00,187.00,376.00,928.00,725.00,,422.00,382.00,827.00,1541.00,12.20,504.00,484.00,704.67,709.00,708.00,697.00,12.40,612.00,1430.00,650.00,325.00,954.00,48.30
15137,5137,Male,625.00,279.00,196.00,565.00,835.00,639.00,369.00,419.00,142.00,879.00,,625.00,915.00,812.00,255.00,829.00,122.00,278.00,220.00,215.00,159.00,588.00,203.00,354.00,953.00,863.00,570.00,453.00,444.00,950.00,1834.00,13.40,559.00,587.00,881.67,881.00,883.00,881.00,12.20,625.00,1693.00,882.00,458.00,1039.00,75.50
15201,5201,Female,622.00,244.00,205.00,545.00,805.00,600.00,340.00,436.00,125.00,1042.00,902.00,645.00,979.00,774.00,275.00,815.00,114.00,246.00,196.00,,142.00,531.00,185.00,446.00,1144.00,818.00,537.00,442.00,459.00,931.00,1715.00,30.60,696.00,705.00,763.00,763.00,754.00,772.00,27.80,612.00,1703.00,1040.00,475.00,976.00,87.40
15204,5204,Female,612.00,237.00,200.00,545.00,813.00,613.00,345.00,449.00,138.00,1174.00,986.00,676.00,1071.00,840.00,252.00,790.00,108.00,245.00,193.00,188.00,151.00,568.00,196.00,455.00,1130.00,898.00,567.00,493.00,432.00,904.00,1779.00,31.00,650.00,643.00,799.00,800.00,798.00,799.00,19.00,740.00,1780.00,1114.00,420.00,1121.00,97.20
15208,5208,Female,610.00,252.00,206.00,545.00,837.00,631.00,339.00,475.00,135.00,1083.00,902.00,649.00,1078.00,880.00,246.00,807.00,121.00,248.00,195.00,192.00,146.00,575.00,201.00,488.00,1245.00,895.00,563.00,474.00,451.00,919.00,1787.00,33.00,715.00,711.00,813.33,811.00,817.00,812.00,33.40,745.00,1725.00,894.00,397.00,1148.00,94.00
15209,5209,Female,603.00,257.00,201.00,542.00,795.00,594.00,341.00,381.00,129.00,952.00,846.00,623.00,933.00,847.00,241.00,750.00,127.00,259.00,197.00,197.00,149.00,569.00,200.00,330.00,915.00,896.00,552.00,447.00,412.00,863.00,1702.00,12.20,499.00,492.00,763.67,768.00,756.00,767.00,9.60,700.00,1590.00,820.00,325.00,1090.00,60.70
15213,5213,Female,545.00,249.00,225.00,552.00,805.00,580.00,327.00,435.00,140.00,1286.00,1082.00,633.00,1126.00,803.00,208.00,736.00,122.00,251.00,197.00,199.00,151.00,559.00,184.00,485.00,1262.00,827.00,530.00,515.00,483.00,840.00,1657.00,37.60,711.00,714.00,795.33,799.00,791.00,796.00,35.40,823.00,1807.00,1189.00,395.00,1050.00,109.70
15214,5214,Female,604.00,250.00,216.00,550.00,794.00,578.00,334.00,454.00,136.00,882.00,814.00,621.00,872.00,781.00,256.00,822.00,111.00,250.00,218.00,184.00,145.00,545.00,179.00,390.00,980.00,810.00,523.00,418.00,420.00,913.00,1698.00,9.00,552.00,544.00,771.67,764.00,782.00,769.00,15.00,625.00,1611.00,789.00,398.00,1028.00,59.40
15215,5215,Male,556.00,249.00,192.00,505.00,740.00,548.00,313.00,345.00,136.00,881.00,,547.00,880.00,715.00,235.00,760.00,102.00,237.00,198.00,177.00,151.00,538.00,180.00,332.00,880.00,760.00,501.00,429.00,420.00,876.00,1600.00,16.90,462.00,445.00,705.00,704.00,712.00,699.00,7.50,585.00,1522.00,781.00,394.00,939.00,52.90
15216,5216,Male,627.00,242.00,225.00,535.00,790.00,565.00,310.00,435.00,145.00,1108.00,,570.00,1070.00,707.00,283.00,818.00,,239.00,204.00,181.00,151.00,585.00,203.00,393.00,1008.00,703.00,480.00,509.00,463.00,943.00,1662.00,36.00,600.00,591.00,763.67,763.00,767.00,761.00,18.60,740.00,1805.00,1041.00,475.00,937.00,86.30
15218,5218,Female,554.00,250.00,182.00,495.00,750.00,568.00,313.00,464.00,141.00,1220.00,1013.00,614.00,1115.00,738.00,236.00,736.00,105.00,232.00,200.00,187.00,146.00,544.00,183.00,444.00,1085.00,729.00,492.00,520.00,433.00,824.00,1589.00,21.40,665.00,622.00,743.33,722.00,747.00,761.00,19.00,717.00,1784.00,1085.00,490.00,958.00,93.20
15219,5219,Female,592.00,247.00,202.00,552.00,813.00,611.00,350.00,425.00,131.00,1080.00,881.00,588.00,1002.00,814.00,231.00,778.00,114.00,245.00,192.00,196.00,145.00,533.00,178.00,427.00,1075.00,852.00,537.00,484.00,434.00,890.00,1705.00,22.20,637.00,604.00,808.33,801.00,816.00,808.00,24.00,710.00,1665.00,905.00,390.00,1057.00,77.70
15220,5220,Female,599.00,256.00,206.00,530.00,775.00,569.00,324.00,436.00,134.00,1102.00,905.00,632.00,1019.00,722.00,265.00,760.00,118.00,236.00,211.00,174.00,150.00,551.00,186.00,435.00,1126.00,731.00,488.00,439.00,471.00,881.00,1591.00,23.20,650.00,640.00,734.33,730.00,738.00,735.00,,731.00,1684.00,937.00,380.00,989.00,80.40
15221,5221,Male,631.00,263.00,238.00,607.00,869.00,631.00,369.00,450.00,140.00,1059.00,,650.00,1042.00,825.00,247.00,842.00,125.00,270.00,221.00,202.00,159.00,573.00,195.00,390.00,1016.00,895.00,559.00,470.00,469.00,937.00,1807.00,25.10,546.00,532.00,841.67,838.00,846.00,841.00,12.80,595.00,1780.00,954.00,545.00,1032.00,82.60
15222,5222,Female,583.00,220.00,167.00,515.00,745.00,578.00,348.00,382.00,128.00,883.00,748.00,602.00,839.00,751.00,224.00,706.00,115.00,226.00,171.00,160.00,140.00,539.00,189.00,374.00,983.00,811.00,482.00,415.00,392.00,874.00,1615.00,15.80,550.00,548.00,747.00,764.00,730.00,747.00,17.20,615.00,1510.00,790.00,358.00,976.00,58.00
15223,5223,Female,663.00,260.00,215.00,564.00,830.00,615.00,349.00,440.00,141.00,1029.00,990.00,693.00,1055.00,844.00,298.00,820.00,115.00,265.00,217.00,197.00,159.00,574.00,192.00,364.00,970.00,845.00,525.00,496.00,444.00,929.00,1801.00,15.40,534.00,534.00,791.00,782.00,797.00,794.00,5.80,620.00,1725.00,928.00,491.00,1038.00,81.20
15225,5225,Female,577.00,245.00,190.00,510.00,764.00,574.00,320.00,397.00,113.00,992.00,771.00,592.00,913.00,775.00,224.00,765.00,110.00,247.00,182.00,187.00,144.00,558.00,184.00,444.00,1087.00,774.00,517.00,458.00,397.00,871.00,1635.00,12.00,649.00,641.00,775.67,761.00,778.00,788.00,19.40,748.00,1569.00,795.00,333.00,1027.00,72.30
15228,5228,Female,591.00,257.00,220.00,540.00,799.00,579.00,320.00,365.00,125.00,927.00,843.00,600.00,900.00,816.00,255.00,796.00,113.00,265.00,213.00,204.00,139.00,539.00,194.00,404.00,1021.00,799.00,533.00,434.00,416.00,918.00,1722.00,9.80,580.00,579.00,790.33,787.00,786.00,798.00,7.40,571.00,1585.00,790.00,426.00,1017.00,67.70
15230,5230,Male,,251.00,233.00,610.00,895.00,662.00,377.00,443.00,149.00,978.00,,670.00,1013.00,910.00,267.00,865.00,121.00,268.00,205.00,208.00,152.00,590.00,206.00,371.00,978.00,946.00,596.00,455.00,456.00,1001.00,1941.00,15.80,541.00,551.00,862.67,865.00,857.00,866.00,7.00,685.00,1760.00,852.00,430.00,1171.00,82.60
15231,5231,Female,590.00,219.00,217.00,536.00,775.00,558.00,319.00,372.00,129.00,900.00,774.00,595.00,887.00,786.00,257.00,765.00,101.00,230.00,188.00,184.00,138.00,523.00,176.00,377.00,1066.00,795.00,501.00,452.00,425.00,908.00,1684.00,9.20,523.00,553.00,727.33,718.00,732.00,732.00,7.40,602.00,1577.00,795.00,412.00,1010.00,60.20
15232,5232,Female,637.00,260.00,190.00,543.00,808.00,618.00,353.00,399.00,124.00,911.00,807.00,676.00,883.00,885.00,268.00,827.00,108.00,263.00,205.00,196.00,142.00,557.00,194.00,405.00,1015.00,927.00,558.00,428.00,419.00,959.00,1834.00,8.60,607.00,605.00,800.33,798.00,801.00,802.00,14.00,673.00,1621.00,735.00,388.00,1137.00,70.50
15235,5235,Female,616.00,254.00,203.00,530.00,760.00,557.00,327.00,397.00,136.00,1004.00,872.00,597.00,967.00,775.00,293.00,,109.00,258.00,192.00,187.00,147.00,568.00,201.00,412.00,1055.00,806.00,493.00,470.00,426.00,889.00,1654.00,22.00,601.00,598.00,752.67,747.00,763.00,748.00,13.20,665.00,1632.00,830.00,370.00,1006.00,71.80
15238,5238,Male,582.00,262.00,218.00,573.00,825.00,607.00,355.00,456.00,146.00,1112.00,,615.00,1065.00,786.00,210.00,759.00,124.00,262.00,221.00,177.00,158.00,564.00,187.00,387.00,1052.00,833.00,517.00,513.00,441.00,864.00,1664.00,19.60,562.00,559.00,787.33,776.00,803.00,783.00,9.80,635.00,1730.00,992.00,452.00,974.00,83.50
15239,5239,Female,594.00,264.00,187.00,515.00,766.00,579.00,328.00,456.00,138.00,1100.00,845.00,593.00,962.00,731.00,271.00,796.00,109.00,243.00,197.00,184.00,146.00,540.00,182.00,403.00,1050.00,783.00,497.00,494.00,409.00,897.00,1639.00,26.00,591.00,600.00,757.67,754.00,754.00,765.00,16.20,752.00,1654.00,928.00,353.00,1013.00,76.90
15242,5242,Male,599.00,254.00,203.00,545.00,815.00,612.00,342.00,420.00,128.00,951.00,,594.00,963.00,818.00,234.00,778.00,127.00,247.00,208.00,186.00,140.00,548.00,192.00,350.00,916.00,903.00,552.00,464.00,427.00,904.00,1756.00,13.00,492.00,485.00,839.67,839.00,845.00,835.00,10.40,645.00,1760.00,897.00,430.00,1060.00,64.40
15243,5243,Female,623.00,271.00,230.00,589.00,874.00,644.00,359.00,499.00,135.00,1193.00,980.00,638.00,1140.00,817.00,252.00,808.00,116.00,273.00,213.00,206.00,150.00,591.00,205.00,410.00,1082.00,889.00,557.00,469.00,503.00,920.00,1765.00,34.20,640.00,636.00,812.67,802.00,813.00,823.00,18.50,795.00,1823.00,1063.00,437.00,1104.00,101.70
15247,5247,Female,576.00,310.00,211.00,525.00,774.00,563.00,314.00,444.00,138.00,1261.00,1046.00,608.00,1106.00,717.00,258.00,756.00,119.00,247.00,205.00,176.00,140.00,568.00,195.00,484.00,1198.00,787.00,506.00,476.00,503.00,857.00,1600.00,,716.00,716.00,754.33,750.00,744.00,769.00,22.50,886.00,1791.00,1134.00,394.00,1011.00,102.00
15249,5249,Male,571.00,250.00,220.00,550.00,834.00,614.00,330.00,403.00,131.00,911.00,,608.00,924.00,803.00,228.00,788.00,115.00,279.00,218.00,202.00,142.00,535.00,183.00,378.00,945.00,854.00,521.00,464.00,433.00,901.00,1722.00,8.00,543.00,541.00,839.67,822.00,840.00,857.00,4.80,572.00,1642.00,792.00,432.00,1008.00,66.90
15250,5250,Female,595.00,240.00,192.00,520.00,790.00,598.00,328.00,438.00,134.00,1151.00,910.00,630.00,1020.00,807.00,260.00,805.00,109.00,243.00,181.00,182.00,135.00,548.00,190.00,415.00,1080.00,886.00,522.00,440.00,424.00,913.00,1721.00,40.10,606.00,589.00,750.67,747.00,756.00,749.00,39.60,795.00,1707.00,909.00,413.00,1061.00,82.20
15251,5251,Male,593.00,262.00,214.00,543.00,806.00,592.00,329.00,422.00,144.00,1018.00,,603.00,1042.00,738.00,248.00,760.00,127.00,257.00,207.00,182.00,153.00,567.00,191.00,374.00,980.00,761.00,505.00,461.00,444.00,882.00,1677.00,20.40,565.00,559.00,754.67,751.00,759.00,754.00,10.00,664.00,1677.00,865.00,415.00,979.00,73.20
15252,5252,Female,614.00,266.00,220.00,555.00,824.00,604.00,335.00,474.00,141.00,1146.00,900.00,650.00,1024.00,778.00,270.00,798.00,105.00,255.00,210.00,197.00,146.00,562.00,198.00,503.00,1215.00,828.00,519.00,464.00,438.00,915.00,1727.00,21.00,670.00,652.00,789.00,801.00,778.00,788.00,27.20,885.00,1840.00,968.00,377.00,1079.00,97.30
15254,5254,Female,591.00,251.00,201.00,525.00,800.00,599.00,324.00,445.00,146.00,1259.00,1073.00,667.00,1117.00,794.00,251.00,766.00,125.00,256.00,192.00,192.00,160.00,565.00,188.00,488.00,1219.00,837.00,541.00,521.00,449.00,887.00,1711.00,36.00,714.00,711.00,808.67,800.00,811.00,815.00,35.00,904.00,1907.00,1280.00,435.00,1080.00,113.50
15256,5256,Female,596.00,233.00,187.00,525.00,750.00,563.00,338.00,405.00,130.00,983.00,773.00,607.00,927.00,767.00,247.00,804.00,110.00,221.00,172.00,171.00,137.00,554.00,194.00,396.00,1033.00,820.00,487.00,460.00,450.00,897.00,1674.00,18.80,589.00,590.00,744.67,748.00,742.00,744.00,14.00,765.00,1608.00,797.00,405.00,1011.00,65.60
15257,5257,Female,537.00,225.00,199.00,500.00,745.00,546.00,301.00,351.00,133.00,901.00,781.00,587.00,884.00,766.00,219.00,741.00,116.00,238.00,181.00,174.00,147.00,541.00,181.00,396.00,984.00,818.00,502.00,447.00,405.00,844.00,1622.00,15.00,579.00,583.00,704.33,709.00,699.00,705.00,13.40,700.00,1476.00,750.00,310.00,1031.00,57.20
15258,5258,Female,592.00,230.00,195.00,485.00,725.00,530.00,290.00,345.00,126.00,877.00,723.00,543.00,850.00,735.00,285.00,790.00,120.00,238.00,186.00,178.00,140.00,516.00,180.00,360.00,908.00,746.00,468.00,377.00,411.00,892.00,1618.00,10.10,508.00,506.00,731.67,735.00,728.00,732.00,27.40,635.00,1515.00,732.00,375.00,955.00,53.80
15259,5259,Male,685.00,295.00,220.00,580.00,852.00,632.00,360.00,493.00,136.00,1056.00,,627.00,1079.00,832.00,301.00,885.00,129.00,288.00,225.00,202.00,161.00,584.00,200.00,413.00,1056.00,884.00,,482.00,507.00,1014.00,1874.00,19.20,608.00,606.00,836.67,857.00,830.00,823.00,11.40,784.00,1909.00,1023.00,515.00,1126.00,98.60
15261,5261,Female,602.00,233.00,186.00,533.00,798.00,612.00,347.00,396.00,142.00,986.00,860.00,614.00,938.00,831.00,239.00,827.00,120.00,252.00,195.00,194.00,156.00,566.00,190.00,422.00,1085.00,850.00,540.00,435.00,428.00,931.00,1752.00,21.60,613.00,616.00,781.67,775.00,780.00,790.00,31.20,735.00,1626.00,838.00,375.00,1086.00,75.40
