Subject Number,NL Subject,Gender,"Acromial Height, Sitting (mm)",Ankle Circumference (mm),Spine-to-Shoulder (mm),Spine-to-Elbow (mm),Arm Length (Spine to Wrist) (mm),Arm Length (Shoulder to Wrist) (mm),Arm Length (Shoulder to Elbow) (mm),Armscye Circumference (Scye Circ Over Acromion) (mm),Bizygomatic Breadth (mm),Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Buttock-Knee Length (mm),Chest Girth (Chest Circumference at Scye) (mm),Crotch Height (mm),"Elbow Height, Sitting (mm)","Eye Height, Sitting (mm)",Face Length (mm),Foot Length (mm),Hand Circumference (mm),Hand Length (mm),Head Breadth (mm),Head Circumference (mm),Head Length (mm),"Hip Breadth, Sitting (mm)","Hip Circumference, Maximum (mm)",Hip Circ Max Height (mm),Knee Height (mm),Neck Base Circumference (mm),Shoulder Breadth (mm),Sitting Height (mm),Stature (mm),Subscapular Skinfold (mm),Thigh Circumference (mm),Thigh Circumference Max Sitting (mm),Thumb Tip Reach (mm),TTR 1 (mm),TTR 2 (mm),TTR 3 (mm),Triceps Skinfold (mm),Total Crotch Length (Crotch Length) (mm),Vertical Trunk Circumference (mm),"Waist Circumference, Pref (mm)",Waist Front Length (mm),"Waist Height, Preferred (mm)",Weight (kg)
15855,5855,Male,630.00,270.00,206.00,595.00,876.00,670.00,389.00,427.00,138.00,996.00,,661.00,985.00,870.00,235.00,849.00,129.00,270.00,215.00,210.00,145.00,573.00,205.00,386.00,1029.00,941.00,563.00,503.00,470.00,,1850.00,26.00,565.00,553.00,848.67,848.00,849.00,849.00,11.20,785.00,1812.00,988.00,417.00,1130.00,82.60
15856,5856,Female,537.00,223.00,207.00,495.00,732.00,525.00,288.00,348.00,130.00,873.00,752.00,564.00,846.00,740.00,239.00,759.00,118.00,229.00,184.00,167.00,144.00,546.00,191.00,402.00,1022.00,767.00,490.00,428.00,386.00,850.00,1605.00,10.50,579.00,603.00,689.33,682.00,684.00,702.00,13.40,635.00,1520.00,746.00,375.00,972.00,58.30
15857,5857,Male,678.00,257.00,260.00,610.00,900.00,640.00,350.00,452.00,157.00,1086.00,,656.00,1094.00,876.00,288.00,895.00,116.00,280.00,221.00,211.00,162.00,597.00,206.00,398.00,1055.00,888.00,584.00,525.00,485.00,1008.00,1905.00,34.40,641.00,658.00,825.33,826.00,826.00,824.00,29.60,745.00,1880.00,1010.00,466.00,1125.00,102.30
15858,5858,Female,572.00,230.00,216.00,545.00,783.00,567.00,329.00,465.00,133.00,1148.00,951.00,615.00,1038.00,766.00,216.00,733.00,114.00,239.00,190.00,175.00,146.00,544.00,188.00,408.00,1050.00,781.00,499.00,466.00,431.00,838.00,1634.00,37.80,537.00,562.00,766.33,781.00,754.00,764.00,25.20,700.00,1690.00,980.00,426.00,982.00,79.00
15859,5859,Male,625.00,283.00,215.00,593.00,869.00,654.00,378.00,497.00,141.00,1143.00,,651.00,1130.00,828.00,248.00,780.00,125.00,265.00,232.00,210.00,157.00,579.00,199.00,402.00,1127.00,865.00,569.00,508.00,497.00,896.00,1763.00,36.80,653.00,634.00,822.00,821.00,821.00,824.00,10.20,625.00,1807.00,1064.00,483.00,1015.00,101.00
15862,5862,Male,709.00,276.00,224.00,620.00,934.00,710.00,396.00,526.00,142.00,1097.00,,672.00,1121.00,933.00,286.00,903.00,133.00,298.00,252.00,218.00,158.00,600.00,205.00,406.00,1117.00,985.00,620.00,517.00,528.00,1025.00,2003.00,24.70,662.00,663.00,900.33,900.00,898.00,903.00,13.40,717.00,1908.00,1011.00,520.00,1157.00,110.30
15867,5867,Male,678.00,293.00,210.00,570.00,847.00,637.00,360.00,582.00,153.00,1277.00,,630.00,1217.00,820.00,299.00,856.00,118.00,283.00,236.00,203.00,166.00,610.00,210.00,414.00,1077.00,890.00,561.00,560.00,515.00,978.00,1874.00,46.20,630.00,614.00,816.33,821.00,822.00,806.00,13.20,615.00,1972.00,1078.00,660.00,1019.00,122.10
15873,5873,Male,721.00,287.00,221.00,625.00,920.00,699.00,404.00,511.00,146.00,1078.00,,697.00,1090.00,934.00,321.00,921.00,126.00,290.00,258.00,212.00,152.00,595.00,210.00,420.00,1139.00,997.00,618.00,554.00,494.00,1048.00,2005.00,13.00,619.00,641.00,846.67,849.00,845.00,846.00,6.40,725.00,1942.00,1065.00,465.00,1170.00,106.40
15874,5874,Male,609.00,259.00,188.00,570.00,848.00,660.00,382.00,434.00,136.00,949.00,,633.00,926.00,895.00,229.00,808.00,119.00,250.00,210.00,198.00,157.00,,195.00,360.00,970.00,918.00,583.00,494.00,428.00,913.00,1817.00,8.80,520.00,520.00,811.67,806.00,812.00,817.00,3.60,675.00,1645.00,820.00,375.00,1137.00,68.90
15875,5875,Male,647.00,283.00,201.00,565.00,838.00,637.00,364.00,455.00,142.00,996.00,,608.00,984.00,808.00,276.00,819.00,133.00,285.00,229.00,209.00,156.00,549.00,186.00,374.00,1019.00,851.00,552.00,510.00,463.00,933.00,1755.00,18.20,570.00,576.00,826.33,823.00,824.00,832.00,7.40,668.00,1688.00,951.00,394.00,1050.00,79.50
15882,5882,Female,595.00,245.00,193.00,535.00,803.00,610.00,342.00,408.00,136.00,931.00,803.00,601.00,923.00,817.00,239.00,775.00,124.00,247.00,197.00,191.00,148.00,538.00,182.00,405.00,1052.00,856.00,542.00,456.00,433.00,867.00,1697.00,9.00,541.00,526.00,767.67,754.00,779.00,770.00,9.30,697.00,1594.00,830.00,375.00,1064.00,65.90
15883,5883,Male,589.00,244.00,227.00,556.00,816.00,589.00,329.00,405.00,151.00,931.00,,609.00,939.00,767.00,229.00,786.00,127.00,255.00,212.00,184.00,159.00,590.00,194.00,361.00,961.00,820.00,526.00,452.00,435.00,916.00,1726.00,15.20,536.00,548.00,793.00,773.00,803.00,803.00,12.20,,1669.00,869.00,445.00,1016.00,71.50
15885,5885,Female,607.00,246.00,220.00,530.00,790.00,570.00,310.00,388.00,143.00,1022.00,889.00,633.00,958.00,789.00,278.00,804.00,113.00,245.00,185.00,191.00,144.00,547.00,182.00,481.00,1201.00,846.00,524.00,469.00,443.00,925.00,1733.00,21.20,690.00,,732.00,733.00,733.00,730.00,16.40,763.00,1748.00,878.00,405.00,1057.00,86.60
15886,5886,Male,676.00,265.00,220.00,580.00,870.00,650.00,360.00,527.00,129.00,1174.00,,647.00,1163.00,832.00,292.00,834.00,124.00,256.00,228.00,189.00,150.00,577.00,196.00,415.00,1127.00,882.00,574.00,552.00,468.00,952.00,1805.00,28.20,660.00,660.00,808.33,806.00,812.00,807.00,24.40,716.00,1898.00,1133.00,534.00,1055.00,110.00
15887,5887,Female,559.00,242.00,185.00,511.00,779.00,594.00,326.00,378.00,127.00,963.00,808.00,626.00,911.00,835.00,219.00,738.00,107.00,247.00,192.00,190.00,153.00,578.00,201.00,421.00,1058.00,852.00,533.00,413.00,428.00,862.00,1683.00,10.80,597.00,599.00,755.33,756.00,756.00,754.00,15.40,656.00,1507.00,758.00,345.00,1062.00,64.30
15888,5888,Male,651.00,284.00,235.00,600.00,860.00,625.00,365.00,504.00,143.00,1129.00,,643.00,1104.00,810.00,267.00,779.00,118.00,265.00,214.00,188.00,158.00,580.00,197.00,380.00,1065.00,868.00,552.00,539.00,484.00,925.00,1767.00,22.20,636.00,604.00,782.67,772.00,781.00,795.00,12.50,622.00,1818.00,993.00,566.00,1031.00,94.50
15889,5889,Male,614.00,258.00,200.00,540.00,812.00,612.00,340.00,463.00,128.00,998.00,,628.00,997.00,794.00,247.00,776.00,127.00,249.00,206.00,184.00,162.00,580.00,200.00,374.00,1025.00,851.00,497.00,484.00,447.00,904.00,1739.00,20.00,595.00,608.00,796.33,788.00,789.00,812.00,7.60,655.00,1713.00,893.00,457.00,1007.00,81.60
15890,5890,Female,595.00,236.00,197.00,535.00,795.00,598.00,338.00,399.00,136.00,902.00,768.00,621.00,918.00,837.00,245.00,786.00,121.00,244.00,205.00,192.00,147.00,563.00,200.00,397.00,1006.00,846.00,533.00,438.00,411.00,902.00,1747.00,10.80,574.00,582.00,744.67,740.00,745.00,749.00,8.40,647.00,1599.00,728.00,388.00,1088.00,66.90
15891,5891,Male,681.00,280.00,240.00,650.00,970.00,730.00,410.00,472.00,146.00,1107.00,,697.00,1071.00,945.00,253.00,898.00,133.00,299.00,236.00,227.00,146.00,569.00,198.00,392.00,1040.00,970.00,620.00,474.00,474.00,1022.00,2001.00,14.40,563.00,588.00,952.67,945.00,951.00,962.00,11.60,655.00,1914.00,1035.00,590.00,1191.00,99.60
15892,5892,Male,655.00,258.00,212.00,540.00,822.00,610.00,328.00,414.00,121.00,941.00,,579.00,922.00,814.00,304.00,859.00,128.00,264.00,200.00,208.00,160.00,579.00,190.00,377.00,975.00,880.00,568.00,527.00,450.00,982.00,1808.00,13.20,549.00,561.00,803.33,796.00,820.00,794.00,13.20,713.00,1729.00,858.00,436.00,1076.00,71.00
15893,5893,Male,568.00,235.00,190.00,515.00,775.00,585.00,325.00,415.00,118.00,878.00,,576.00,989.00,759.00,220.00,769.00,126.00,252.00,209.00,190.00,157.00,570.00,195.00,361.00,985.00,784.00,495.00,481.00,440.00,881.00,1626.00,14.60,566.00,569.00,776.00,770.00,783.00,775.00,8.00,628.00,1594.00,852.00,422.00,958.00,68.50
15894,5894,Female,566.00,247.00,214.00,544.00,812.00,598.00,330.00,380.00,136.00,944.00,794.00,593.00,901.00,787.00,211.00,756.00,126.00,259.00,192.00,192.00,157.00,548.00,185.00,390.00,979.00,787.00,520.00,436.00,429.00,881.00,1670.00,10.00,548.00,566.00,781.00,769.00,793.00,781.00,7.20,610.00,1542.00,792.00,385.00,1009.00,60.00
15895,5895,Male,647.00,277.00,200.00,570.00,845.00,645.00,370.00,440.00,132.00,1100.00,,659.00,1058.00,832.00,268.00,851.00,129.00,271.00,202.00,205.00,147.00,548.00,188.00,393.00,1053.00,899.00,580.00,498.00,448.00,937.00,1831.00,11.20,630.00,607.00,818.00,819.00,817.00,818.00,13.00,632.00,1830.00,1041.00,537.00,1077.00,92.80
15897,5897,Male,630.00,259.00,198.00,570.00,872.00,674.00,372.00,442.00,116.00,937.00,,654.00,949.00,882.00,236.00,802.00,126.00,260.00,214.00,213.00,139.00,546.00,199.00,380.00,958.00,909.00,574.00,471.00,442.00,924.00,1824.00,11.90,540.00,556.00,887.00,884.00,886.00,891.00,11.40,674.00,1624.00,926.00,397.00,1117.00,70.50
15898,5898,Female,582.00,292.00,185.00,540.00,806.00,621.00,355.00,492.00,132.00,1234.00,1040.00,632.00,1093.00,791.00,242.00,743.00,118.00,262.00,225.00,196.00,145.00,555.00,189.00,485.00,1168.00,819.00,530.00,484.00,453.00,851.00,1664.00,39.50,691.00,695.00,786.00,783.00,785.00,790.00,43.00,848.00,1691.00,1055.00,324.00,1075.00,94.50
15903,5903,Female,637.00,262.00,206.00,585.00,875.00,669.00,379.00,409.00,136.00,903.00,780.00,705.00,870.00,963.00,254.00,871.00,107.00,273.00,203.00,195.00,143.00,560.00,198.00,450.00,1130.00,981.00,601.00,450.00,433.00,988.00,1942.00,9.60,622.00,633.00,837.00,848.00,830.00,833.00,11.20,820.00,1708.00,729.00,369.00,1257.00,79.20
15905,5905,Female,620.00,245.00,187.00,505.00,763.00,576.00,318.00,353.00,130.00,1064.00,860.00,590.00,1012.00,738.00,292.00,798.00,111.00,228.00,187.00,177.00,140.00,532.00,189.00,460.00,1169.00,764.00,491.00,456.00,415.00,903.00,1637.00,33.40,,694.00,725.67,718.00,732.00,727.00,38.00,760.00,1710.00,869.00,385.00,1000.00,81.30
15906,5906,Male,624.00,263.00,223.00,585.00,886.00,663.00,362.00,443.00,141.00,1069.00,,651.00,1042.00,850.00,258.00,827.00,116.00,270.00,211.00,201.00,148.00,570.00,197.00,394.00,1030.00,895.00,574.00,517.00,482.00,946.00,1858.00,24.60,630.00,618.00,855.33,853.00,850.00,863.00,21.60,662.00,1844.00,981.00,515.00,1078.00,95.50
15909,5909,Male,625.00,264.00,205.00,570.00,839.00,634.00,365.00,437.00,138.00,985.00,,605.00,984.00,772.00,250.00,813.00,127.00,253.00,203.00,194.00,147.00,552.00,189.00,396.00,1087.00,841.00,530.00,493.00,468.00,927.00,1766.00,20.40,607.00,626.00,771.00,770.00,768.00,775.00,7.20,620.00,1756.00,914.00,455.00,1015.00,84.90
15911,5911,Female,571.00,246.00,184.00,492.00,730.00,546.00,308.00,390.00,132.00,904.00,787.00,583.00,857.00,752.00,240.00,778.00,106.00,229.00,181.00,168.00,145.00,542.00,184.00,426.00,1055.00,754.00,506.00,409.00,384.00,873.00,1620.00,19.30,617.00,550.00,701.33,698.00,701.00,705.00,19.30,652.00,1570.00,796.00,402.00,958.00,62.90
15912,5912,Female,577.00,244.00,192.00,515.00,785.00,593.00,323.00,370.00,117.00,943.00,841.00,608.00,928.00,801.00,230.00,792.00,115.00,231.00,196.00,190.00,142.00,558.00,194.00,380.00,971.00,821.00,528.00,438.00,400.00,903.00,1708.00,9.30,575.00,565.00,777.67,774.00,781.00,778.00,8.30,675.00,1542.00,672.00,358.00,1063.00,62.50
15913,5913,Male,609.00,233.00,222.00,535.00,790.00,568.00,313.00,412.00,144.00,901.00,,576.00,912.00,730.00,270.00,780.00,121.00,261.00,203.00,194.00,147.00,,196.00,332.00,903.00,776.00,501.00,444.00,410.00,895.00,1659.00,11.20,474.00,477.00,766.00,756.00,767.00,775.00,4.40,665.00,1620.00,787.00,375.00,974.00,57.20
15914,5914,Female,581.00,242.00,191.00,535.00,786.00,595.00,344.00,370.00,127.00,874.00,747.00,611.00,855.00,793.00,231.00,774.00,109.00,231.00,187.00,179.00,144.00,552.00,192.00,392.00,969.00,830.00,516.00,403.00,422.00,895.00,1704.00,9.20,580.00,573.00,732.00,719.00,744.00,733.00,10.60,656.00,1552.00,678.00,345.00,1055.00,60.00
15915,5915,Female,617.00,260.00,195.00,530.00,787.00,592.00,335.00,415.00,126.00,952.00,845.00,608.00,955.00,790.00,267.00,812.00,111.00,252.00,193.00,195.00,137.00,559.00,195.00,417.00,1095.00,807.00,527.00,455.00,427.00,918.00,1705.00,13.40,615.00,633.00,757.33,757.00,754.00,761.00,14.80,593.00,1640.00,868.00,417.00,977.00,74.70
15917,5917,Female,,217.00,189.00,500.00,755.00,566.00,311.00,397.00,139.00,1032.00,844.00,589.00,1000.00,717.00,,762.00,110.00,236.00,204.00,181.00,145.00,550.00,189.00,396.00,1021.00,794.00,487.00,434.00,422.00,867.00,1624.00,26.80,569.00,582.00,744.00,729.00,749.00,754.00,28.60,820.00,1768.00,904.00,395.00,1009.00,73.80
15918,5918,Female,580.00,243.00,191.00,520.00,810.00,619.00,329.00,420.00,131.00,991.00,782.00,614.00,895.00,808.00,241.00,758.00,120.00,248.00,191.00,188.00,147.00,551.00,194.00,406.00,1013.00,851.00,523.00,424.00,414.00,881.00,1716.00,13.20,584.00,579.00,731.67,733.00,736.00,726.00,15.80,641.00,1610.00,812.00,410.00,1061.00,68.20
15919,5919,Female,588.00,223.00,211.00,545.00,820.00,609.00,334.00,357.00,136.00,951.00,808.00,626.00,875.00,816.00,234.00,769.00,117.00,233.00,180.00,186.00,143.00,547.00,190.00,433.00,1073.00,815.00,511.00,424.00,392.00,884.00,1715.00,16.40,594.00,595.00,765.33,755.00,766.00,775.00,13.40,650.00,1610.00,814.00,410.00,1048.00,66.80
15922,5922,Female,610.00,260.00,168.00,475.00,726.00,558.00,307.00,424.00,116.00,1057.00,886.00,611.00,983.00,737.00,278.00,802.00,120.00,249.00,203.00,186.00,143.00,539.00,183.00,445.00,1166.00,771.00,489.00,435.00,417.00,905.00,1649.00,21.60,702.00,691.00,712.33,719.00,710.00,708.00,22.60,810.00,1701.00,883.00,363.00,1022.00,83.30
15923,5923,Female,603.00,226.00,188.00,523.00,762.00,574.00,335.00,348.00,129.00,881.00,759.00,576.00,838.00,761.00,256.00,776.00,99.00,233.00,180.00,183.00,136.00,522.00,173.00,386.00,983.00,808.00,494.00,418.00,413.00,886.00,1638.00,9.00,584.00,580.00,716.33,713.00,721.00,715.00,12.20,659.00,1651.00,678.00,360.00,1013.00,59.00
15925,5925,Male,640.00,264.00,247.00,580.00,860.00,613.00,333.00,481.00,154.00,1145.00,,643.00,1111.00,823.00,275.00,837.00,126.00,262.00,218.00,194.00,157.00,596.00,203.00,442.00,1135.00,864.00,548.00,510.00,492.00,947.00,1813.00,27.20,627.00,665.00,815.33,814.00,822.00,810.00,30.00,705.00,1872.00,1013.00,505.00,1029.00,104.50
15927,5927,Female,599.00,242.00,198.00,533.00,792.00,594.00,335.00,452.00,129.00,1051.00,855.00,630.00,1016.00,774.00,248.00,790.00,116.00,241.00,194.00,186.00,147.00,561.00,195.00,435.00,1098.00,812.00,509.00,435.00,470.00,888.00,1675.00,36.70,656.00,645.00,754.00,755.00,764.00,743.00,32.10,708.00,1679.00,993.00,432.00,1011.00,82.90
15928,5928,Female,639.00,247.00,193.00,530.00,800.00,607.00,337.00,412.00,133.00,1026.00,836.00,644.00,999.00,804.00,301.00,804.00,117.00,252.00,193.00,199.00,140.00,543.00,194.00,453.00,1144.00,824.00,534.00,450.00,443.00,914.00,1743.00,16.80,639.00,653.00,764.67,752.00,772.00,770.00,23.80,789.00,1698.00,789.00,350.00,1098.00,79.00
15929,5929,Male,563.00,255.00,250.00,575.00,835.00,585.00,325.00,433.00,140.00,1048.00,,595.00,1027.00,794.00,230.00,796.00,125.00,269.00,230.00,212.00,152.00,574.00,200.00,368.00,987.00,846.00,,503.00,454.00,908.00,1733.00,19.20,528.00,543.00,795.00,790.00,800.00,795.00,7.60,647.00,1688.00,899.00,445.00,1020.00,79.70
15932,5932,Female,572.00,218.00,175.00,500.00,735.00,560.00,325.00,421.00,141.00,1072.00,889.00,547.00,983.00,715.00,239.00,745.00,110.00,232.00,193.00,168.00,152.00,539.00,171.00,368.00,1005.00,877.00,474.00,464.00,442.00,846.00,1573.00,15.60,546.00,546.00,692.33,685.00,696.00,696.00,12.20,735.00,1645.00,916.00,385.00,983.00,64.80
15933,5933,Female,553.00,215.00,195.00,490.00,726.00,531.00,295.00,345.00,119.00,918.00,711.00,537.00,886.00,704.00,236.00,742.00,117.00,225.00,178.00,176.00,151.00,543.00,179.00,375.00,943.00,770.00,452.00,399.00,413.00,859.00,1564.00,12.00,568.00,565.00,663.67,656.00,673.00,662.00,20.30,544.00,1447.00,747.00,396.00,918.00,52.30
15934,5934,Female,603.00,248.00,192.00,531.00,805.00,613.00,339.00,409.00,137.00,952.00,820.00,584.00,921.00,802.00,243.00,776.00,116.00,256.00,199.00,189.00,146.00,553.00,193.00,430.00,1072.00,806.00,531.00,443.00,440.00,886.00,1688.00,9.20,633.00,642.00,748.33,758.00,740.00,747.00,17.20,688.00,1607.00,800.00,352.00,1037.00,70.70
15935,5935,Female,547.00,225.00,175.00,483.00,715.00,540.00,308.00,368.00,130.00,844.00,711.00,563.00,825.00,708.00,231.00,741.00,102.00,223.00,176.00,168.00,144.00,545.00,184.00,420.00,1034.00,718.00,470.00,426.00,389.00,848.00,1554.00,16.20,578.00,574.00,675.67,682.00,671.00,674.00,10.60,657.00,1485.00,671.00,330.00,950.00,55.30
15939,5939,Female,597.00,243.00,190.00,517.00,755.00,565.00,327.00,,121.00,931.00,766.00,593.00,919.00,791.00,268.00,771.00,103.00,249.00,191.00,177.00,139.00,545.00,183.00,399.00,1011.00,829.00,493.00,400.00,423.00,903.00,1724.00,11.80,600.00,,733.33,736.00,729.00,735.00,16.80,657.00,1584.00,826.00,398.00,980.00,63.90
15941,5941,Female,575.00,225.00,179.00,505.00,756.00,577.00,326.00,360.00,122.00,818.00,705.00,591.00,792.00,812.00,227.00,785.00,121.00,241.00,174.00,183.00,137.00,524.00,184.00,370.00,920.00,804.00,509.00,425.00,395.00,890.00,1683.00,9.00,508.00,502.00,743.33,737.00,749.00,744.00,8.40,666.00,1456.00,654.00,327.00,1059.00,50.60
15942,5942,Female,603.00,218.00,223.00,515.00,747.00,524.00,292.00,460.00,139.00,1185.00,978.00,586.00,1124.00,717.00,295.00,809.00,119.00,234.00,188.00,183.00,154.00,581.00,199.00,415.00,1100.00,788.00,488.00,490.00,508.00,917.00,1656.00,40.00,630.00,628.00,733.67,707.00,747.00,747.00,18.80,895.00,1807.00,1047.00,376.00,1004.00,92.50
15944,5944,Male,692.00,251.00,204.00,574.00,846.00,642.00,370.00,432.00,145.00,940.00,,616.00,943.00,826.00,314.00,914.00,134.00,258.00,214.00,188.00,151.00,569.00,198.00,380.00,1033.00,885.00,548.00,492.00,450.00,1013.00,1868.00,12.60,575.00,567.00,770.33,771.00,769.00,771.00,10.00,683.00,1795.00,855.00,470.00,1077.00,75.00
15945,5945,Male,653.00,275.00,213.00,600.00,888.00,675.00,387.00,446.00,146.00,982.00,,664.00,1000.00,893.00,263.00,863.00,120.00,270.00,209.00,207.00,151.00,585.00,207.00,383.00,1019.00,915.00,592.00,513.00,460.00,984.00,1900.00,18.00,593.00,581.00,873.33,858.00,901.00,861.00,9.40,630.00,1784.00,898.00,455.00,1122.00,84.30
15946,5946,Male,622.00,259.00,215.00,563.00,850.00,635.00,348.00,429.00,138.00,970.00,,613.00,993.00,826.00,260.00,865.00,121.00,260.00,221.00,203.00,144.00,590.00,209.00,370.00,965.00,839.00,527.00,471.00,473.00,981.00,1807.00,12.20,552.00,573.00,830.33,826.00,825.00,840.00,7.00,585.00,1740.00,882.00,516.00,1024.00,77.80
15949,5949,Female,573.00,298.00,210.00,511.00,787.00,577.00,301.00,500.00,127.00,1435.00,1226.00,669.00,1228.00,736.00,278.00,736.00,123.00,244.00,202.00,172.00,148.00,556.00,194.00,528.00,1411.00,817.00,511.00,489.00,492.00,841.00,1610.00,49.70,787.00,842.00,752.33,740.00,752.00,765.00,45.40,928.00,1901.00,1389.00,473.00,1007.00,143.00
15950,5950,Female,603.00,255.00,189.00,533.00,808.00,619.00,344.00,388.00,137.00,952.00,789.00,599.00,898.00,796.00,247.00,774.00,111.00,251.00,192.00,194.00,144.00,551.00,185.00,411.00,1011.00,804.00,525.00,413.00,430.00,888.00,1704.00,15.40,582.00,575.00,746.33,749.00,747.00,743.00,13.60,680.00,1599.00,795.00,365.00,1045.00,67.00
15951,5951,Female,632.00,241.00,197.00,567.00,840.00,643.00,370.00,375.00,130.00,900.00,775.00,650.00,890.00,867.00,253.00,846.00,129.00,244.00,191.00,205.00,144.00,562.00,196.00,380.00,995.00,878.00,552.00,452.00,411.00,949.00,1808.00,8.00,545.00,546.00,812.67,808.00,807.00,823.00,7.00,673.00,1623.00,701.00,365.00,1135.00,62.90
15952,5952,Male,649.00,272.00,220.00,575.00,852.00,632.00,355.00,452.00,145.00,1055.00,,607.00,1091.00,826.00,289.00,843.00,115.00,262.00,216.00,183.00,151.00,569.00,193.00,384.00,992.00,844.00,534.00,473.00,441.00,955.00,1781.00,13.60,555.00,576.00,797.00,797.00,796.00,798.00,5.00,682.00,1753.00,890.00,470.00,1055.00,84.20
15953,5953,Female,586.00,243.00,225.00,505.00,752.00,527.00,280.00,428.00,144.00,1082.00,867.00,596.00,1008.00,703.00,265.00,806.00,114.00,236.00,194.00,173.00,155.00,554.00,187.00,498.00,1192.00,756.00,479.00,425.00,415.00,913.00,1629.00,15.40,647.00,668.00,758.33,763.00,754.00,758.00,17.80,768.00,1690.00,919.00,400.00,977.00,82.00
15955,5955,Male,631.00,240.00,195.00,533.00,819.00,624.00,338.00,391.00,133.00,806.00,,584.00,844.00,848.00,279.00,813.00,111.00,254.00,198.00,196.00,152.00,559.00,202.00,346.00,906.00,852.00,539.00,,440.00,937.00,1784.00,9.00,518.00,509.00,778.00,779.00,775.00,780.00,6.20,600.00,1623.00,729.00,414.00,1055.00,59.60
15956,5956,Female,564.00,246.00,200.00,540.00,780.00,580.00,340.00,392.00,106.00,956.00,811.00,609.00,902.00,784.00,217.00,771.00,96.00,234.00,196.00,180.00,140.00,528.00,178.00,388.00,1001.00,799.00,494.00,439.00,409.00,871.00,1650.00,14.70,575.00,572.00,724.00,730.00,725.00,717.00,20.60,643.00,1514.00,847.00,351.00,1015.00,63.90
15957,5957,Male,641.00,265.00,221.00,578.00,830.00,609.00,357.00,536.00,148.00,1110.00,,610.00,1110.00,787.00,286.00,838.00,130.00,249.00,224.00,201.00,158.00,594.00,206.00,409.00,1127.00,823.00,538.00,525.00,482.00,946.00,1740.00,25.80,682.00,691.00,788.67,792.00,793.00,781.00,8.60,655.00,1854.00,1039.00,525.00,985.00,99.50
15958,5958,Male,596.00,255.00,211.00,574.00,850.00,639.00,363.00,426.00,139.00,984.00,,651.00,1001.00,866.00,223.00,810.00,123.00,263.00,208.00,208.00,152.00,572.00,204.00,354.00,978.00,928.00,573.00,525.00,457.00,916.00,1801.00,10.80,528.00,536.00,835.67,821.00,845.00,841.00,5.80,560.00,1613.00,878.00,410.00,1056.00,67.90
15959,5959,Female,626.00,243.00,212.00,547.00,810.00,598.00,335.00,397.00,116.00,917.00,809.00,628.00,889.00,825.00,268.00,815.00,111.00,259.00,208.00,203.00,144.00,547.00,187.00,397.00,1007.00,899.00,519.00,445.00,432.00,921.00,1764.00,18.80,504.00,548.00,783.00,774.00,785.00,790.00,8.90,715.00,1627.00,759.00,375.00,1094.00,65.10
15960,5960,Female,608.00,255.00,197.00,,797.00,600.00,,422.00,149.00,1060.00,907.00,623.00,1005.00,810.00,266.00,806.00,120.00,261.00,212.00,193.00,158.00,562.00,183.00,460.00,1158.00,822.00,523.00,460.00,440.00,907.00,1702.00,37.40,686.00,664.00,792.67,791.00,802.00,785.00,30.20,786.00,1727.00,877.00,381.00,1053.00,87.90
15961,5961,Female,563.00,219.00,188.00,498.00,745.00,557.00,310.00,342.00,117.00,773.00,662.00,559.00,781.00,723.00,230.00,724.00,122.00,239.00,178.00,184.00,147.00,,175.00,354.00,918.00,764.00,472.00,393.00,382.00,838.00,1570.00,8.80,508.00,510.00,721.00,707.00,727.00,729.00,13.00,595.00,1387.00,644.00,338.00,954.00,45.70
15966,5966,Male,554.00,244.00,234.00,580.00,865.00,631.00,346.00,387.00,134.00,842.00,,622.00,899.00,857.00,208.00,797.00,118.00,256.00,203.00,185.00,149.00,581.00,200.00,335.00,873.00,837.00,646.00,445.00,434.00,910.00,1777.00,7.40,501.00,514.00,825.00,852.00,808.00,815.00,3.80,615.00,1575.00,718.00,387.00,1075.00,60.00
15967,5967,Female,623.00,250.00,192.00,542.00,792.00,600.00,350.00,394.00,127.00,900.00,786.00,658.00,883.00,848.00,273.00,830.00,116.00,248.00,197.00,193.00,140.00,561.00,200.00,401.00,1030.00,846.00,544.00,434.00,413.00,935.00,1782.00,11.80,568.00,568.00,751.33,758.00,752.00,744.00,13.80,714.00,1622.00,730.00,340.00,1105.00,67.00
15968,5968,Male,627.00,283.00,223.00,560.00,834.00,611.00,337.00,507.00,150.00,1141.00,,634.00,1110.00,767.00,280.00,806.00,134.00,265.00,230.00,198.00,157.00,583.00,195.00,385.00,1030.00,832.00,538.00,524.00,481.00,903.00,1751.00,34.60,582.00,590.00,784.00,783.00,787.00,782.00,18.60,643.00,1870.00,1011.00,542.00,976.00,96.90
